,importance,n,p99_high,p99_low,p_value,stddev
R32_AdjEM_Avg,0.02728559027777774,5.0,0.04190695569807707,0.01266422485747841,0.05619252117599155,0.0071011497192714455
Seed,0.01341514756944442,5.0,0.026472819643701306,0.00035747549518753567,0.00455291774924808,0.0063417117156319295
S16_AdjEM_Avg,0.009735460069444427,5.0,0.016020041818554313,0.0034508783203345415,0.08481986540674423,0.0030522290251683262
WinStreak_Avg,0.00550195312499997,5.0,0.00902340833965638,0.00198049791034356,0.36085204523807407,0.0017102630288048971
Conf,0.003705512152777746,5.0,0.009046956436501953,-0.0016359321309464615,0.27930370074011573,0.0025941760215644548
R32_Hgt5Rank_Avg,0.0030386284722221826,5.0,0.005335445246411242,0.0007418116980331232,0.05195183661912119,0.0011154936165268673
S16_RankAdjEM_Avg,0.0018956163194444303,5.0,0.006258613029246444,-0.0024673803903575843,0.1527492346051549,0.0021189739788582984
RankAdjEM,0.0017254774305555404,5.0,0.004694500086825356,-0.0012435452257142743,0.09902561723526149,0.001441963441581869
R32_RankAdjEM_Avg,0.001612847222222221,5.0,0.006622186236778897,-0.0033964917923344565,0.1561602712815532,0.0024328826559227327
Hgt4_Seed_Avg,0.0014257812499999984,5.0,0.002775028476464136,7.653402353586078e-05,0.33402853261556015,0.000655288086168182
R32_Size_Avg,0.0013901909722222087,5.0,0.0027450938173591934,3.528812708522418e-05,0.0075626747229253395,0.0006580348470756987
SizeRank,0.001276692708333334,5.0,0.0021377476836958813,0.0004156377329707869,0.010349559027480885,0.0004181880502134292
S16_Hgt4Rank_Avg,0.0012302517361111025,5.0,0.0030866370910911435,-0.0006261336188689385,0.016687862935142257,0.0009015895549723743
RankDef_1,0.0011940104166666095,5.0,0.002836643644636099,-0.00044862281130287983,0.03429129493275302,0.0007977766884525814
R32_RankOff_2_Avg,0.0011853298611111136,5.0,0.0029245159773542777,-0.0005538562551320507,0.02996840286557492,0.0008446694714280729
RankAdjDE_Seed_Avg,0.0011660156249999683,5.0,0.002589045819792058,-0.0002570145697921214,0.15478745432057633,0.0006911222158659216
S16_AdjOE_Avg,0.0011345486111111007,5.0,0.003975107385757644,-0.001706010163535443,0.39949754604209403,0.0013795724657254607
AdjEM,0.001104383680555491,5.0,0.0038693814033488975,-0.0016606140422379156,0.14844039991160685,0.0013428747752751685
RankOff_1_Seed_Avg,0.0010818142361110968,5.0,0.0023577357019879206,-0.00019410722976572728,0.1988098022075342,0.0006196760082779007
Size,0.0010423177083333328,5.0,0.002228442911389681,-0.00014380749472301538,0.01677136112569882,0.0005760647115084506
R32_RankDef_1_Avg,0.0009772135416666365,5.0,0.003645416656719336,-0.0016909895733860636,0.38184585754849293,0.001295864596552008
S16_Actual_6,0.0009455295138888356,5.0,0.0035445751682011127,-0.0016535161404234418,0.226276183573896,0.00126227693433268
R32_AdjDE_Avg,0.0009173177083333057,5.0,0.002880855869008415,-0.0010462204523418032,0.3813975422162749,0.0009536303934445656
R32_HgtEffRank_Avg,0.0009069010416666339,5.0,0.002197633317148922,-0.0003838312338156544,0.02646763276299387,0.0006268691652402462
DR5,0.0008628472222221925,5.0,0.002050297535715869,-0.0003246030912714845,0.1842163502452531,0.0005767082770948067
RankOff_2_Seed_Avg,0.0008480902777777392,5.0,0.0016113654517623305,8.48151037931481e-05,0.18689098880341706,0.00037069939309105786
RankAdjEM_Seed_Avg,0.0008302951388888664,5.0,0.0018095598837514855,-0.00014896960597375258,0.3310146099378611,0.00047559891762360783
S16_RankDef_1_Avg,0.000773220486111074,5.0,0.001997338083772488,-0.00045089711155034,0.2376593939690711,0.000594516454866814
S16_Size_Avg,0.0007682291666666637,5.0,0.0014305291039205968,0.0001059292294127306,0.040776981237065205,0.000321658810809475
Pts4Rank_Seed_Avg,0.0007521701388888635,5.0,0.0015236308329186668,-1.9290555140939677e-05,0.15366931176373308,0.00037467484967122435
S16_OR3_Avg,0.0007450086805555072,5.0,0.0015685461731223887,-7.852881201137453e-05,0.08492296184698568,0.00039996695698691444
OR1Rank_Seed_Avg,0.0007291666666666623,5.0,0.0026349367100428635,-0.0011766033767095392,0.10854503532392427,0.0009255741867806889
R32_AdjOE_Avg,0.0007196180555555376,5.0,0.0023828177954709536,-0.0009435816843598784,0.08401511179499004,0.000807765213896891
S16_OR4Rank_Avg,0.0006905381944444307,5.0,0.0014192026100071245,-3.8126221118263186e-05,0.19226535997275984,0.00035389000693686134
Bench,0.0006781684027777531,5.0,0.0013168834953044169,3.945331025108944e-05,0.03549157077794594,0.0003102043735048993
Hgt2Rank_Seed_Avg,0.0006775173611111166,5.0,0.001617628802775711,-0.0002625940805534776,0.06827196549675463,0.00045658335648954295
Hgt1Rank,0.0006753472222222372,5.0,0.0022264571660947775,-0.0008757627216503036,0.07700577858482328,0.0007533266303020929
S16_BenchRank_Avg,0.0006703559027777677,5.0,0.0016393036511021797,-0.00029859184554664427,0.21091836633292826,0.0004705882681414944
S16_Hgt5_Avg,0.0006612413194443983,5.0,0.001384756178771748,-6.227353988295162e-05,0.012127311162041592,0.0003513890250679438
S16_Def_3_Avg,0.0006241319444444467,5.0,0.0015915150215735049,-0.00034325113268461144,0.10263424199893971,0.00046982835522637
R32_RankAdjOE_Avg,0.0006180555555555634,5.0,0.002212154493709271,-0.000976043382598144,0.30167755150861497,0.0007742050692095597
S16_AdjTempo_Avg,0.0006158854166666542,5.0,0.0013690071606506486,-0.00013723632731734022,0.031179716406667977,0.00036576818287054866
R32_OE_Avg,0.0006134982638888786,5.0,0.0027161440987377838,-0.0014891475709600266,0.3291870310950998,0.0010211907336051588
OR1Rank,0.0006113281249999769,5.0,0.0017099660847025623,-0.0004873098347026085,0.06789715961933888,0.0005335748348298412
Bench_Seed_Avg,0.0006039496527777171,5.0,0.0026358307373563505,-0.0014279314318009165,0.27401981364674816,0.0009868224600499134
