,importance,n,p99_high,p99_low,p_value,stddev
Pts4,-2.7901785714264565e-05,5.0,0.0008366680891097053,-0.0008924716605382344,0.44687966078934255,0.0004198951293135175
OR2Rank_Seed_Avg,-2.9389880952364798e-05,5.0,0.0016563487472540828,-0.0017151285091588123,0.4809407778787988,0.0008187116621703431
RankDef_2_Seed_Avg,-3.0133928571392725e-05,5.0,0.0010606280867081549,-0.0011208959438509403,0.5282247892515587,0.0005297497296552585
S16_RankTempo_Avg,-3.1622023809485555e-05,5.0,0.0008753235131700752,-0.0009385675607890463,0.6393803450797736,0.0004404756915777192
S16_Hgt4Rank_Avg,-3.2552083333296355e-05,5.0,0.000827387603468448,-0.0008924917701350405,0.4675372917287796,0.000417646388691212
S16_DR2_Avg,-3.6830357142821533e-05,5.0,0.001153113126204055,-0.001226773840489698,0.5682462607592614,0.000577919133392712
R32_Hgt3Rank_Avg,-4.073660714281797e-05,5.0,0.0006332718290555668,-0.0007147450433412028,0.63568405704069,0.0003273452704254183
RankAdjEM_Seed_Avg,-4.1852678571382046e-05,5.0,0.002457630745283931,-0.002541336102426695,0.6316792294554429,0.0012139226059552529
DR5_Seed_Avg,-4.185267857139685e-05,5.0,0.00043146270683432704,-0.0005151680639771208,0.5122959935312014,0.0002298747975708484
R32_Hgt4_Avg,-4.185267857139685e-05,5.0,0.0007507074808821261,-0.0008344128380249199,0.48135695235094217,0.00038492221430944145
E8_DR4_Avg,-4.185267857139687e-05,5.0,0.0006683159172951805,-0.000752021274437974,0.4882800273967731,0.00034490715334779587
E8_Bench_Avg,-4.1852678571404245e-05,5.0,0.0006084221394344647,-0.0006921274965772732,0.5352847836764918,0.0003158185784017654
E8_Pts2_Avg,-4.185267857141165e-05,5.0,0.0009713349925869642,-0.0010550403497297876,0.5092984395671,0.0004920742447642279
Off_2,-4.2596726190417346e-05,5.0,0.0010275407148193853,-0.00111273416720022,0.5652834136667051,0.000519733005117182
RankDef_2,-4.575892857138589e-05,5.0,0.0008206272562761779,-0.0009121451134189497,0.6034466204428458,0.00042077725550648224
S16_Def_2_Avg,-4.74330357142616e-05,5.0,0.0005124748280916023,-0.0006073408995201255,0.6619461905187555,0.00027193011429444786
R32_Def_3_Avg,-5.8407738095215635e-05,5.0,0.0005837875014753533,-0.0007006029776657846,0.5769704448708114,0.0003118945744193461
S16_RankAdjDE_Avg,-5.859374999996153e-05,5.0,0.001956291094540497,-0.00207347859454042,0.4086299332783491,0.000978567906408282
R32_OR3_Avg,-5.915178571425095e-05,5.0,0.0007050354355009415,-0.0008233390069294434,0.6383944324753926,0.00037114234651909784
Pts5_Seed_Avg,-6.045386904756829e-05,5.0,0.00034386245395759955,-0.00046477019205273617,0.6700474788584126,0.00019636406457764548
Hgt2_Seed_Avg,-6.696428571425864e-05,5.0,0.0010766215780793759,-0.0012105501495078932,0.6485868312081154,0.0005554046562824164
HgtEffRank,-6.845238095234408e-05,5.0,0.0008181850041869982,-0.0009550897660916862,0.38452621401912607,0.0004306126437300212
S16_Pts1_Avg,-6.975446428568363e-05,5.0,0.001111330243955725,-0.0012508391725270923,0.481862660045091,0.0005736166974337594
E8_Hgt2_Avg,-6.975446428569843e-05,5.0,0.0002681195185899491,-0.00040762844716134603,0.6855415832958368,0.00016409505334676264
R32_ExpRank_Avg,-6.99404761904221e-05,5.0,0.0006533614494321768,-0.0007932424018130211,0.46677492538482096,0.00035128560968406886
WinStreak_SD,-7.459077380948347e-05,5.0,0.002478470175028046,-0.002627651722647013,0.3394315704761062,0.0012399435701778221
E8_RankDef_3_Avg,-7.905505952376934e-05,5.0,0.0004104264726020284,-0.000568536591649567,0.6402367172371851,0.00023772620029166233
S16_RankDef_1_Avg,-7.905505952377676e-05,5.0,0.0004605868780683752,-0.0006186969971159287,0.4969091955245084,0.0002620875741412909
E8_Hgt1Rank_Avg,-7.905505952377676e-05,5.0,0.00039901243747452516,-0.0005571225565220786,0.5110770253445477,0.00023218275273998273
Size,-7.905505952378414e-05,5.0,0.0008874637001454969,-0.0010455738191930653,0.6400061447829618,0.00046940858268732
R32_BenchRank_Avg,-8.370535714284553e-05,5.0,0.0008156726006961144,-0.0009830833149818054,0.5572015767627421,0.0004368003499837505
S16_Pts4Rank_Avg,-8.389136904760618e-05,5.0,0.0007861244269180544,-0.0009539071650132668,0.6439007428542004,0.00042254004654763587
E8_Pts1Rank_Avg,-9.300595238090905e-05,5.0,0.0006898384470724255,-0.0008758503518342437,0.5041100638732052,0.00038020356701388443
E8_Pts4_Avg,-9.300595238093123e-05,5.0,0.0006319969335084351,-0.0008180088382702975,0.6525926157775989,0.00035211171403025246
S16_DR5_Avg,-9.765624999996301e-05,5.0,0.00028333856240571505,-0.00047865106240564106,0.49880982386515726,0.00018503752059997894
RankAdjTempo,-9.76562499999778e-05,5.0,0.0002806666974475675,-0.0004759791974475231,0.5207301567872499,0.00018373987755830826
