,importance,n,p99_high,p99_low,p_value,stddev
F4_AdjEM_Avg,0.0004687499999999512,5.0,0.002513859343406343,-0.0015763593434064405,0.1773280672455185,0.0009932470205311645
E8_AdjEM_Avg,0.0004513888888888188,5.0,0.003250522189853057,-0.002347744412075419,0.277101331317459,0.0013594533809236145
WinStreak_Avg,0.0004340277777777383,5.0,0.00252479070665705,-0.0016567351511015736,0.3945493664283252,0.0010154195698345743
F4_OR5Rank_Avg,0.0004340277777777235,5.0,0.0021240128513458217,-0.0012559572957903749,0.22983274845761914,0.0008207740307262868
Region,0.0004166666666666282,5.0,0.0025567385538327633,-0.0017234052204995064,0.3631730056943163,0.001039367421846392
R32_DR5_Avg,0.00038194444444439313,5.0,0.001211518142450732,-0.00044762925356194564,0.5631118568315243,0.00040289855723967574
AdjDE,0.00038194444444438575,5.0,0.002284570669256722,-0.0015206817803679509,0.24387036778111604,0.0009240473303161597
R32_AdjDE_Avg,0.000364583333333283,5.0,0.0029693390737231804,-0.002240172407056615,0.34661073634718553,0.0012650501483918004
OR5,0.0003645833333332756,5.0,0.001563923688135724,-0.0008347570214691727,0.19625306258480882,0.0005824829062812634
E8_OR4_Avg,0.00036458333333327556,5.0,0.0021970789636211892,-0.001467912296954638,0.3580638604706711,0.0008899870467992698
S16_AdjEM_Avg,0.0003472222222221803,5.0,0.0029731885704789873,-0.002278744126034627,0.2582179509824429,0.0012753514915133234
E8_RankTempo_Avg,0.0003472222222221581,5.0,0.002653559802673965,-0.0019591153582296486,0.5418221508136265,0.0011201175807584215
Hgt2Rank_Seed_Avg,0.0003472222222221433,5.0,0.0026637745148542767,-0.00196933007040999,0.2777835669962134,0.0011250785538581747
R32_AdjTempo_Avg,0.0003298611111110775,5.0,0.001693849032286759,-0.001034126810064604,0.17951954262447578,0.0006624471904723136
S16_Bench_Avg,0.0003298611111110479,5.0,0.0022759759085235597,-0.001616253686301464,0.4137911225532316,0.0009451683991243098
Year,0.0003124999999999526,5.0,0.0016821262930454951,-0.00105712629304559,0.3824803102410814,0.0006651855751354331
E8_RankAdjOE_Avg,0.00031249999999993045,5.0,0.00311084180829064,-0.0024858418082907793,0.46990220191786425,0.0013590689771545497
RankAdjDE,0.0002951388888888425,5.0,0.0016122369206796232,-0.0010219591429019381,0.2861591877428165,0.0006396742061941162
Def_2_Seed_Avg,0.0002951388888888277,5.0,0.0015685648220278316,-0.0009782870442501762,0.2671730832220671,0.0006184640043992478
OR4_Seed_Avg,0.000277777777777725,5.0,0.00210799788956789,-0.0015524423340124403,0.569414477937043,0.0008888818971038078
R32_AdjEM_Avg,0.000277777777777725,5.0,0.0035016160008186016,-0.0029460604452631518,0.3436160289677788,0.001565719564107208
E8_OR5_Avg,0.00027777777777771023,5.0,0.0019724241699916475,-0.0014168686144362269,0.31009126372379475,0.0008230378905397746
F4_OR2Rank_Avg,0.00026041666666663706,5.0,0.0011138590489909927,-0.0005930257156577185,0.23043164901684773,0.0004144908467469846
F4_AdjDE_Avg,0.00026041666666662226,5.0,0.0018833903280361124,-0.0013625569947028678,0.3445845664288562,0.0007882286386070611
S16_Actual_Full,0.00024305555555551953,5.0,0.002218853390821585,-0.001732742279710546,0.44378175722500807,0.0009595845422040969
F4_AdjOE_Avg,0.00024305555555549735,5.0,0.0026756349750498214,-0.002189523863938827,0.3166681307618611,0.0011814293785356999
R32_AdjOE_Avg,0.00024305555555549735,5.0,0.0035326836209264825,-0.003046572509815488,0.3629539482858177,0.0015976716771256515
R32_Bench_Avg,0.0002256944444443946,5.0,0.0010120059821696707,-0.0005606170932808816,0.33686394547576876,0.00038188744996590283
RankAdjEM,0.00022569444444437984,5.0,0.0031024570697733614,-0.002651068180884602,0.38155275802273786,0.0013971555680363582
OR4,0.0002256944444443798,5.0,0.0018699809031554645,-0.0014185920142667048,0.3505867648786976,0.0007985796120290805
S16_AdjDE_Avg,0.0002083333333332993,5.0,0.0019582362018627304,-0.0015415695351961318,0.5090587842474338,0.0008498742700430827
OR4Rank_Seed_Avg,0.00020833333333328445,5.0,0.0012515869418972517,-0.0008349202752306827,0.48010079859469057,0.0005066763504383622
E8_AdjOE_Avg,0.0002083333333332697,5.0,0.0030457795378692923,-0.002629112871202753,0.386072744939405,0.0013780607856784075
R32_RankAdjOE_Avg,0.00019097222222216697,5.0,0.004203994088110479,-0.0038220496436661444,0.4133647222753205,0.001949001907634393
E8_OR1_Avg,0.00019097222222216694,5.0,0.0022388866202707265,-0.0018569421758263926,0.2929557498507858,0.0009946093497262966
S16_DR5Rank_Avg,0.00019097222222215957,5.0,0.001321797182139605,-0.000939852737695286,0.3436746168489278,0.0005492070757984321
WinStreak_SD,0.0001736111111110716,5.0,0.002095002252505409,-0.0017477800302832657,0.5241551016894151,0.0009331608760273849
R32_DR1Rank_Avg,0.00017361111111105683,5.0,0.0011415029224007163,-0.0007942807001786028,0.37231429076568484,0.00047007543183911403
F4_OR4_Avg,0.00017361111111104943,5.0,0.0016734291535487405,-0.0013262069313266416,0.3367322455112575,0.0007284157234883347
RankDef_2_Seed_Avg,0.00017361111111104205,5.0,0.001820477512004819,-0.0014732552897827355,0.35893812024722976,0.0007998326109918812
R32_Pts4_Avg,0.00015624999999996891,5.0,0.0008526023570713633,-0.0005401023570714255,0.34251865335628146,0.00033819702899062814
E8_DR4_Avg,0.0001562499999999393,5.0,0.0014522186899434348,-0.0011397186899435561,0.4726325535101619,0.0006294123314912974
R32_OR4_Avg,0.00013888888888884403,5.0,0.0012750584584781965,-0.0009972806807005085,0.3752736255262088,0.0005518027891521651
Hgt3Rank_Seed_Avg,0.0001388888888888292,5.0,0.0015483279957783456,-0.0012705502180006872,0.3727285588306912,0.0006845214404068827
F4_RankTempo_Avg,0.00013888888888882178,5.0,0.001992455070104446,-0.001714677292326802,0.5999626400789838,0.0009002203685516606
F4_OR4Rank_Avg,0.00012152777777773388,5.0,0.0013588910056446621,-0.0011158354500891946,0.35012367502698577,0.0006009494520946159
E8_RankAdjEM_Avg,0.00012152777777772646,5.0,0.0031993677381333455,-0.002956312182577893,0.38989353492741313,0.0014948126759829177
E8_Tempo_Avg,0.00012152777777772646,5.0,0.002047172342624121,-0.0018041167870686678,0.3747967469849541,0.0009352266336282848
R32_OR4Rank_Avg,0.00012152777777772646,5.0,0.0011320799996261271,-0.0008890244440706742,0.35272131765620557,0.0004907942876884199
F4_Hgt4Rank_Avg,0.00012152777777771905,5.0,0.0010446537923363309,-0.0008015982367808928,0.4103373412252915,0.00044833405435816363
S16_Pts1Rank_Avg,0.000121527777777719,5.0,0.0020376423174909533,-0.0017945867619355155,0.5601824235142728,0.0009305981920735012
E8_Bench_Avg,0.00012152777777771167,5.0,0.001301829236604253,-0.0010587736810488298,0.46996889034560724,0.0005732362971631539
E8_AdjDE_Avg,0.00012152777777770428,5.0,0.0019493816905515361,-0.0017063261349961275,0.4816100098626928,0.0008877327066556128
F4_RankAdjDE_Avg,0.00012152777777768944,5.0,0.0023999794568085944,-0.0021569239012532155,0.4458119277736274,0.0011065742518452583
F4_Pts4Rank_Avg,0.00010416666666662375,5.0,0.0012702677225717419,-0.0010619343892384944,0.345071667490035,0.0005663395960466489
SizeRank_Seed_Avg,0.00010416666666661634,5.0,0.0017760953349771388,-0.001567762001643906,0.37852351653019184,0.0008120045872823885
E8_Pts5Rank_Avg,0.00010416666666661634,5.0,0.0014145356887029106,-0.001206202355369678,0.5575504665887222,0.0006364061320878015
E8_Pts1_Avg,0.00010416666666659415,5.0,0.0019206384908085738,-0.0017123051574753857,0.6855578701221486,0.0008822047745391917
R32_BenchRank_Avg,0.00010416666666658674,5.0,0.0013767436299261745,-0.0011684102965930012,0.4117986357798795,0.0006180516857102889
R32_DR4Rank_Avg,8.6805555555521e-05,5.0,0.0010462272452981022,-0.0008726161341870601,0.3575323372563283,0.000465961753019301
Seed,8.68055555555062e-05,5.0,0.00294839913635603,-0.0027747880252450177,0.4898594367575528,0.0013897884273351676
F4_OR2_Avg,8.68055555554988e-05,5.0,0.0014656433347808014,-0.0012920322236698038,0.47317743532788753,0.0006696593120689661
S16_AdjOE_Avg,8.680555555549143e-05,5.0,0.002705745651481975,-0.0025321345403709916,0.42555110807515856,0.001271939055784596
Pts5Rank_Seed_Avg,6.944444444441829e-05,5.0,0.001232785040996328,-0.0010938961521074913,0.3922540678860995,0.000564998925418591
E8_Pts4Rank_Avg,6.944444444441089e-05,5.0,0.0015612734544252459,-0.0014223845655364244,0.4457707355455596,0.0007245356949166193
R32_OR1_Avg,6.944444444439606e-05,5.0,0.001857897258055046,-0.001719008369166254,0.515744893322085,0.0008685967986047019
F4_OR1_Avg,6.944444444438869e-05,5.0,0.0024749088619867303,-0.002336019973097953,0.5008127394369284,0.0011682604519023469
E8_Hgt3Rank_Avg,5.208333333329337e-05,5.0,0.0012084763324658823,-0.0011043096657992956,0.391463262142818,0.0005616246899730201
S16_Pts4Rank_Avg,5.208333333329336e-05,5.0,0.0011066762486752208,-0.0010025095820086342,0.5023586411808889,0.0005121835047176237
S16_DR4_Avg,5.2083333333285943e-05,5.0,0.0015317455498880708,-0.0014275788832214989,0.5372740594349618,0.0007186266556963916
R32_RankAdjTempo_Avg,5.208333333327856e-05,5.0,0.0015586640500294287,-0.0014544973833628717,0.4443488659023969,0.0007317001474139764
F4_DR4_Avg,5.208333333327856e-05,5.0,0.0009817069911013914,-0.0008775403244348344,0.649067809938784,0.0004514897608142115
S16_Pts4_Avg,3.472222222219805e-05,5.0,0.0007572454125538032,-0.0006878009681094071,0.5278720222162433,0.0003509074017852807
Hgt3Rank,3.4722222222190645e-05,5.0,0.0013808276052163712,-0.0013113831607719896,0.4208050331322244,0.0006537621889463188
E8_BenchRank_Avg,3.472222222218323e-05,5.0,0.0014152395034296248,-0.0013457950589852586,0.3803338484680286,0.0006704749947830049
E8_DR1_Avg,3.4722222222175845e-05,5.0,0.0010005824025189603,-0.0009311379580746086,0.32341971035345635,0.00046908873084095074
S16_Exp_Avg,3.4722222222168425e-05,5.0,0.0015689207140942372,-0.0014994762696499003,0.4747568873930395,0.0007451132556155607
AdjOE,3.4722222222161046e-05,5.0,0.0022477218525606027,-0.0021782774081162805,0.5616752239234718,0.001074786194858942
Pts5Rank,3.472222222216103e-05,5.0,0.001396388873998054,-0.0013269444295537318,0.5693088548816039,0.0006613198209638697
E8_OR5Rank_Avg,3.472222222216103e-05,5.0,0.001529932905246181,-0.0014604884608018587,0.506909570155408,0.000726178070022568
F4_RankDef_2_Avg,3.4722222222161005e-05,5.0,0.0015597374146506281,-0.001490292970206306,0.5523022185890577,0.0007406532081171662
E8_Actual_6,3.472222222215363e-05,5.0,0.0037449765931073047,-0.0036755321486629973,0.666816605444296,0.0018019570010649084
OR2Rank_Seed_Avg,1.736111111107313e-05,5.0,0.0011555758879000272,-0.001120853665677881,0.49599766544054585,0.0005527960836984555
DR1,1.736111111107313e-05,5.0,0.0010907813459875605,-0.0010560591237654142,0.3615637275643462,0.0005213273576331564
R32_Tempo_Avg,1.7361111111065724e-05,5.0,0.0015529569120534446,-0.001518234689831313,0.4378312525339059,0.0007457918858684228
E8_OR1Rank_Avg,1.7361111111065717e-05,5.0,0.0012741203126525934,-0.001239398090430462,0.3889627341866984,0.0006103694829231428
R32_Pts2_Avg,1.7361111111058314e-05,5.0,0.000823447163059838,-0.0007887249408377214,0.6123059607758338,0.0003914913263543562
Pts5_Seed_Avg,1.7361111111058304e-05,5.0,0.0014477037408572382,-0.0014129815186351216,0.5233295173301423,0.0006946736417368142
OR1,1.7361111111050914e-05,5.0,0.0020947094442384626,-0.0020599872220163607,0.5005245914536162,0.0010089045112118347
F4_OR1Rank_Avg,1.7361111111043514e-05,5.0,0.001207147683525037,-0.00117242546130295,0.4878301473970719,0.0005778429265546389
First_Year,0.0,5.0,0.0,0.0,0.5,0.0
R32_Pts4Rank_Avg,-2.959871930885427e-17,5.0,0.0008281061225922107,-0.00082810612259227,0.36785824348024493,0.00040218580077403367
E8_Def_2_Avg,-2.959871930885427e-17,5.0,0.0011923988781599097,-0.001192398878159969,0.4254046601432911,0.0005791116435096723
OR2Rank,-2.961001308148433e-17,5.0,0.0009105385938002839,-0.0009105385938003432,0.5316400991970173,0.0004422207293153433
S16_RankAdjOE_Avg,-4.44161489994895e-17,5.0,0.002848790816101313,-0.0028487908161014017,0.5105792182181176,0.0013835705163305519
R32_OR1Rank_Avg,-5.182486384480711e-17,5.0,0.0018376146137605448,-0.0018376146137606486,0.5430576031627701,0.0008924731804129973
F4_DR1Rank_Avg,-5.182486384480711e-17,5.0,0.0014160916460092584,-0.0014160916460093619,0.40768912125468376,0.0006877523750661984
S16_OR4_Avg,-5.919743861770854e-17,5.0,0.0013338869817841805,-0.001333886981784299,0.48990947035252197,0.0006478280854048359
R32_RankAdjDE_Avg,-5.921099114486461e-17,5.0,0.0026323560707324444,-0.002632356070732563,0.529064257771776,0.0012784547841717178
Hgt5Rank_Seed_Avg,-6.662422349923425e-17,5.0,0.0016504737356690564,-0.0016504737356691898,0.40483023454813205,0.0008015845830950955
E8_RankOE_Avg,-8.14055131174533e-17,5.0,0.0026134771301216677,-0.0026134771301218307,0.566621369126545,0.0012692858604792644
E8_Pts5_Avg,-1.736111111114711e-05,5.0,0.0013468709303754757,-0.00138159315259777,0.5720468848127384,0.0006625657522363951
E8_Hgt3_Avg,-1.7361111111147147e-05,5.0,0.0011503034620551258,-0.0011850256842774202,0.5557452035851641,0.0005670989485312473
DR1Rank,-1.736111111115452e-05,5.0,0.0009009774025866987,-0.0009356996248090079,0.42609564888584356,0.0004460089117045104
F4_OE_Avg,-1.736111111115452e-05,5.0,0.002282800346697107,-0.0023175225689194157,0.5578977483114455,0.0011171180270015946
S16_DR1Rank_Avg,-1.7361111111161926e-05,5.0,0.0008658622831706374,-0.0009005845053929616,0.38865869703165457,0.0004289545728506779
E8_OR2Rank_Avg,-1.736111111116194e-05,5.0,0.0011748657346224635,-0.0012095879568447875,0.548641298796989,0.0005790280926250111
F4_Exp_Avg,-1.736111111116194e-05,5.0,0.0011163413090377941,-0.001151063531260118,0.4817980276713856,0.0005506045701724418
E8_OE_Avg,-1.7361111111169336e-05,5.0,0.001943967976179601,-0.0019786901984019394,0.5514553098426679,0.0009525575141072316
F4_RankAdjOE_Avg,-1.7361111111169336e-05,5.0,0.002139467123992772,-0.002174189346215111,0.5766396459701681,0.0010475054672364195
S16_RankAdjEM_Avg,-1.7361111111184136e-05,5.0,0.0027137469801824,-0.0027484692024047678,0.4048089673046153,0.0013264156183979952
RankAdjOE_Seed_Avg,-3.472222222225726e-05,5.0,0.0008090888379967682,-0.0008785332824412826,0.3835174465221982,0.00040981320835286277
E8_RankAdjDE_Avg,-3.472222222227205e-05,5.0,0.0017469345851908369,-0.0018163790296353809,0.5269383508245117,0.000865296186376323
OR2_Seed_Avg,-3.4722222222272055e-05,5.0,0.0015462409603514166,-0.0016156854047959604,0.5650805480164512,0.0007678254347248098
DR1Rank_Seed_Avg,-3.472222222227207e-05,5.0,0.0017386772114475868,-0.001808121655892131,0.5514647455559839,0.000861285832653996
E8_Exp_Avg,-3.4722222222279455e-05,5.0,0.0008890078274004937,-0.0009584522718450525,0.7041124867213657,0.0004486274157032226
S16_OR2Rank_Avg,-3.472222222227947e-05,5.0,0.0014325448203517312,-0.0015019892647962902,0.5050584033045973,0.0007126066990299851
DR4,-3.472222222228685e-05,5.0,0.001286618543952183,-0.0013560629883967567,0.6652445696779522,0.0006417347724416328
F4_HgtEffRank_Avg,-3.472222222228688e-05,5.0,0.0007104694140501319,-0.0007799138584947057,0.4453323027528269,0.00036191677224431076
R32_RankAdjEM_Avg,-5.208333333336739e-05,5.0,0.003041848234961725,-0.00314601490162846,0.5200035121455915,0.0015026278774991433
Pts3Rank_Seed_Avg,-5.208333333336739e-05,5.0,0.0010045757423680654,-0.0011087424090348002,0.5902163225279914,0.0005131869755724387
F4_DR1_Avg,-5.2083333333367394e-05,5.0,0.0010280967846977313,-0.001132263451364466,0.38512416694113805,0.0005246104260050768
Exp,-5.208333333337478e-05,5.0,0.0006499076464303428,-0.0007540743130970924,0.6320000000000804,0.0003409355354705413
S16_Pts5Rank_Avg,-5.208333333337479e-05,5.0,0.0011466597894908258,-0.0012508264561575753,0.5103192216791653,0.0005821928489868341
Pts1,-5.2083333333389614e-05,5.0,0.0021918552275027848,-0.002296021894169564,0.7018730539893866,0.0010898122865612612
OR3Rank,-5.208333333339698e-05,5.0,0.0006498501361256394,-0.0007540168027924335,0.44421065613256744,0.00034090760447557587
S16_OR5_Avg,-5.2083333333396986e-05,5.0,0.0012046286271141361,-0.0013087952937809299,0.6080763576875413,0.0006103465393695338
OR5Rank,-6.944444444448491e-05,5.0,0.0008109248081359738,-0.0009498136970249436,0.5991088628459494,0.00042756840357314254
E8_DR1Rank_Avg,-6.944444444449968e-05,5.0,0.0010177677942182692,-0.0011566566831072685,0.366862878758568,0.0005280257117881776
RankDef_1_Seed_Avg,-6.944444444449971e-05,5.0,0.0010134195091654962,-0.0011523083980544957,0.3508351361121124,0.0005259138828109097
Hgt2_Seed_Avg,-6.94444444445145e-05,5.0,0.0017451838411275417,-0.001884072730016571,0.4842896563736885,0.0008813094242745645
F4_RankOE_Avg,-6.944444444452192e-05,5.0,0.0019483389571464526,-0.002087227846035497,0.4993974355644044,0.0009799756468616453
S16_RankAdjDE_Avg,-8.680555555558022e-05,5.0,0.0026300988297331945,-0.002803709940844355,0.5418464419102862,0.0013195173130749758
F4_Hgt3Rank_Avg,-8.680555555558762e-05,5.0,0.0009907966322109827,-0.001164407743322158,0.6288118393131529,0.0005233584041693569
E8_Pts3Rank_Avg,-8.680555555558762e-05,5.0,0.0012580990905909672,-0.0014317102017021427,0.5438483396403274,0.000653179027806211
F4_Tempo_Avg,-8.680555555559502e-05,5.0,0.0017485564043058348,-0.0019221675154170248,0.5849869285060171,0.0008913791353533287
DR4_Seed_Avg,-8.680555555560241e-05,5.0,0.0008221127479546472,-0.000995723859065852,0.5043802830497162,0.0004414338039080588
RankDef_2,-8.680555555560245e-05,5.0,0.0013710057290559706,-0.0015446168401671756,0.5966329965812293,0.0007080143267671839
Def_2,-8.680555555560982e-05,5.0,0.001539746924108509,-0.0017133580352197287,0.5148513797805515,0.0007899667611282959
S16_OR4Rank_Avg,-8.680555555560984e-05,5.0,0.001334338154817396,-0.0015079492659286157,0.5997427576158983,0.0006902060081166515
S16_OE_Avg,-8.680555555561722e-05,5.0,0.0022736721568520253,-0.00244728326796326,0.6430817474842779,0.0011464117859703198
OR4Rank,-8.680555555561722e-05,5.0,0.0017959419584333725,-0.0019695530695446072,0.5688402369293794,0.0009143928488279462
Hgt5,-8.680555555561725e-05,5.0,0.0005721066551864616,-0.0007457177662976959,0.4777257297038631,0.0003200134957190509
R32_Hgt1_Avg,-8.680555555561725e-05,5.0,0.0010117241309685933,-0.0011853352420798278,0.5421375747616795,0.0005335222498606457
S16_DR1_Avg,-0.00010416666666669774,5.0,0.0006264313158942372,-0.0008347646492276327,0.3565404966939059,0.0003548290812539349
DR1_Seed_Avg,-0.00010416666666670518,5.0,0.0011861807768739658,-0.0013945141102073763,0.59707655065961,0.0006266822641434178
OR2,-0.00010416666666671259,5.0,0.0011984390061680584,-0.0014067723395014837,0.6275486036766832,0.0006326357109664973
S16_OR2_Avg,-0.00010416666666672736,5.0,0.0010197447783824984,-0.0012280781117159532,0.5869678974631456,0.0005458493932048846
S16_Hgt2_Avg,-0.00012152777777781526,5.0,0.000688966597073272,-0.0009320221526289024,0.3910127070711198,0.0003936323138777729
F4_Pts5Rank_Avg,-0.00012152777777782269,5.0,0.0011544812056817372,-0.0013975367612373826,0.6803024528667395,0.0006197185128894887
S16_Hgt3_Avg,-0.00012152777777782269,5.0,0.0006849063407460774,-0.0009279618963017227,0.6678523180674688,0.00039166037163782696
S16_DR4Rank_Avg,-0.00012152777777783006,5.0,0.0015501152686796717,-0.0017931708242353319,0.5908556950305991,0.0008118658694894128
R32_Off_3_Avg,-0.0001215277777778375,5.0,0.0015259191347158918,-0.0017689746902715667,0.5160231386066806,0.0008001145477102749
Hgt3,-0.0001388888888889032,5.0,0.0008089099811733665,-0.001086687758951173,0.6965642238646043,0.0004603169051998628
R32_Pts2Rank_Avg,-0.0001388888888889106,5.0,0.0007626390704230309,-0.001040416848200852,0.5061095527955882,0.000437844539901547
S16_Pts1_Avg,-0.00013888888888892537,5.0,0.0011082484558206094,-0.00138602623359846,0.5998771101506233,0.00060569644152261
OR3Rank_Seed_Avg,-0.0001388888888889402,5.0,0.002462084007093255,-0.0027398617848711352,0.600556035118568,0.0012632129366313644
RankOE,-0.0001388888888889476,5.0,0.0024350169731716066,-0.002712794750949502,0.5780437463979711,0.0012500673066023573
R32_Hgt5_Avg,-0.0001388888888889476,5.0,0.0008136331345102613,-0.0010914109122881566,0.6248481213947524,0.00046261079623045816
AdjTempo,-0.0001388888888889476,5.0,0.0014442064580097722,-0.0017219842357876674,0.6165583751779565,0.0007688609616857267
F4_AdjTempo_Avg,-0.0001388888888889476,5.0,0.0017024432645125597,-0.001980221042290455,0.5623582360543339,0.0008942786756467586
DR2_Seed_Avg,-0.0001388888888889476,5.0,0.0006088084021285555,-0.0008865861799064505,0.6396192568084192,0.0003631336920721227
OR3_Seed_Avg,-0.00013888888888894763,5.0,0.002043525188311948,-0.002321302966089843,0.5150879274205667,0.0010599317277258716
S16_OR1Rank_Avg,-0.000138888888888955,5.0,0.0014598682473192447,-0.0017376460250971548,0.5760741618615247,0.0007764674134473314
OR1Rank,-0.00013888888888895503,5.0,0.0017253489650935032,-0.0020031267428714133,0.6251139964882501,0.0009054032734236743
F4_Pts1_Avg,-0.0001388888888889624,5.0,0.0016313203089144924,-0.0019090980866924175,0.6844077830347336,0.0008597364327261568
ExpRank,-0.0001562500000000281,5.0,0.0007894240441497571,-0.0011019240441498131,0.6831162932371821,0.00045928494228133864
Pts3_Seed_Avg,-0.0001562500000000355,5.0,0.0012806763493997887,-0.0015931763493998597,0.6231629426587585,0.0006978711528875398
Pts2Rank_Seed_Avg,-0.0001562500000000355,5.0,0.0011416715028700344,-0.0014541715028701053,0.5818576857104523,0.0006303607529667691
E8_Pts1Rank_Avg,-0.0001562500000000355,5.0,0.0012235586141640146,-0.0015360586141640856,0.6222802228613864,0.0006701308168877413
DR2Rank_Seed_Avg,-0.00015625000000003557,5.0,0.0006969650840870003,-0.0010094650840870715,0.6882297926219979,0.00041438045494924646
OR1_Seed_Avg,-0.0001562500000000429,5.0,0.0018521013873731569,-0.002164601387373243,0.6111315197235397,0.0009753948062089843
R32_OR2Rank_Avg,-0.00015625000000004294,5.0,0.0010189913636768043,-0.0013314913636768902,0.7609474139557184,0.0005707787638057118
OR5_Seed_Avg,-0.00015625000000004294,5.0,0.0007328138170843383,-0.0010453138170844242,0.5892911945226129,0.0004317910874683483
R32_RankOff_2_Avg,-0.00015625000000004294,5.0,0.0012675232884551916,-0.0015800232884552775,0.6137522720336243,0.0006914831137168233
AdjOE_Seed_Avg,-0.00015625000000005034,5.0,0.0007787429383091718,-0.0010912429383092724,0.6225866501324404,0.0004540974560541002
E8_OR4Rank_Avg,-0.00015625000000005774,5.0,0.0014684627555398612,-0.0017809627555399766,0.6283128622903892,0.000789073263423221
Pts5,-0.0001562500000000651,5.0,0.0013321247412753192,-0.0016446247412754496,0.6381005159983365,0.0007228580623191913
E8_AdjTempo_Avg,-0.00015625000000006516,5.0,0.0016941682615591264,-0.0020066682615592565,0.5583477163343774,0.000898691520311979
Pts4_Seed_Avg,-0.00017361111111113085,5.0,0.00024108535160028547,-0.0005883075738225472,0.8032257242862126,0.00020140538076407282
R32_Hgt3_Avg,-0.00017361111111113085,5.0,0.00033535267063145914,-0.0006825748928537208,0.6607915850716962,0.00024718813270496417
Hgt1Rank_Seed_Avg,-0.00017361111111114562,5.0,0.0008471294188928955,-0.001194351641115187,0.6190381427986736,0.0004957424371614393
R32_Hgt2_Avg,-0.00017361111111115308,5.0,0.000978204607948555,-0.001325426830170861,0.5789883921308369,0.0005594016451225412
R32_SizeRank_Avg,-0.00017361111111116045,5.0,0.0013089291935518982,-0.0016561514157742193,0.5248797171962544,0.0007200244550109297
S16_Hgt5_Avg,-0.00017361111111116045,5.0,0.0008613699275314947,-0.0012085921497538158,0.7375001112360667,0.0005026586163974074
S16_OR1_Avg,-0.00017361111111116785,5.0,0.0020529507304813013,-0.0024001729527036372,0.6202032904303507,0.0010813729458135095
S16_OR3_Avg,-0.00017361111111116788,5.0,0.0007478343878500269,-0.0010950566100723627,0.5719945362507065,0.00044751787936220445
E8_OR3Rank_Avg,-0.00017361111111118268,5.0,0.0008375864498859203,-0.0011848086721082856,0.5582623112232971,0.0004911077091632898
Last10,-0.00017361111111119,5.0,0.002277960243146926,-0.002625182465369306,0.5015195044716382,0.0011906531800302638
Pts3,-0.00019097222222226316,5.0,0.0006376435092640833,-0.0010195879537086097,0.8523712610283152,0.0004024333022180709
