,importance,n,p99_high,p99_low,p_value,stddev
R32_AdjDE_Avg,0.042857142857142844,5.0,0.058663901532455244,0.027050384181830447,0.49734390362338116,0.007676858946015465
R32_OR2_Avg,0.017460317460317464,5.0,0.0217129673625469,0.013207667558088033,0.14175611574719166,0.0020653819114219243
S16_RankOE_Avg,0.015211640211640195,5.0,0.0252017091363968,0.00522157128688359,0.33358229516693877,0.004851870745398922
Hgt5Rank,0.010780423280423272,5.0,0.02285929682710028,-0.0012984502662537316,0.13517299220906395,0.0058663392254746545
E8_RankOE_Avg,0.006746031746031752,5.0,0.012015642175915005,0.0014764213161484983,0.2546239959787449,0.00255928851712327
S16_AdjEM_Avg,0.00403439153439152,5.0,0.006813542014239306,0.0012552410545437355,0.4775874187492986,0.001349748336252181
Hgt5_Seed_Avg,0.00257936507936507,5.0,0.006378787920938235,-0.0012200577622080943,0.4014383080470978,0.0018452633984082755
R32_OE_Avg,0.0023809523809523872,5.0,0.004413281042179139,0.000348623719725635,0.11800645479931136,0.00098703983433048
Pts1_Seed_Avg,0.001653439153439155,5.0,0.004414354813530475,-0.0011074765066521656,0.4921471271670546,0.0013408922423462858
F4_RankAdjEM_Avg,0.0015873015873015893,5.0,0.0031287048047884563,4.589836981472176e-05,0.172212850789168,0.0007486123703566452
R32_RankAdjDE_Avg,0.0011243386243386204,5.0,0.0034500131887902925,-0.0012013359401130523,0.33759684085833935,0.0011295089621072227
Winner_RankTempo_Avg,0.0011243386243386204,5.0,0.003741685249916565,-0.0014930080012393245,0.21817289112908048,0.0012711651560021256
Winner_AdjEM_Avg,0.001058201058201062,5.0,0.002325629710885567,-0.00020922759448344314,0.229516528075399,0.0006155513088204387
E8_DR5Rank_Avg,0.0010582010582010544,5.0,0.003219804136487168,-0.0011034020200850591,0.2953198025061284,0.0010498244624429528
Hgt4_Seed_Avg,0.0009259259259259226,5.0,0.00214394044217351,-0.0002920885903216646,0.22963058389116994,0.0005915523749999422
E8_RankAdjEM_Avg,0.0007936507936508056,5.0,0.004930338218164672,-0.0033430366308630616,0.5184699028942884,0.0020090624848564235
