Feature,Importance,SHAP
F4_RankDef_2_Avg,0.001294936209202527,3.122137224792643e-06
F4_RankOE_Avg,0.0012922375370550574,-5.876285062907733e-06
NCG_RankAdjOE_Avg,0.0012803100245780434,-8.804975951251494e-06
Winner_Bench_Avg,0.001249331948642552,2.3129684545094076e-06
E8_Pts2Rank_Avg,0.0012489093519365865,3.47454641598541e-06
F4_DR1Rank_Avg,0.001247596829818781,2.8507254345909747e-06
Conf_AAC,0.0012413861455863283,5.099987315162486e-05
S16_HgtEffRank_Avg,0.0012398348393024001,5.354241936877907e-07
Pts3Rank_Seed_Avg,0.0012383637997024728,-4.2930770831957986e-08
Winner_OR1Rank_Avg,0.0012353582562010536,1.933174424913886e-06
E8_RankOff_2_Avg,0.0012326575414453938,7.013242403389417e-06
S16_AdjTempo_Avg,0.0012320262039760006,-3.820994497621814e-06
Conf_CUSA,0.0012264962601736726,2.590908215438505e-05
DR5_Seed_Avg,0.0012064212792696563,-4.702962050102333e-06
F4_AdjOE_Avg,0.0012035313906213776,-5.695416218856431e-06
R32_Bench_Avg,0.001202387944050714,1.2294813262835037e-06
S16_Pts3_Avg,0.0011939628067413352,-9.939911551991549e-06
S16_Size_Avg,0.0011837788761284251,-3.351848063411045e-06
R32_Pts2_Avg,0.001181333570399383,1.227246926610362e-06
R32_Def_3_Avg,0.0011787125062897059,3.7322118615212537e-06
E8_DR4_Avg,0.001177046152635159,7.164584484527173e-06
S16_RankAdjTempo_Avg,0.0011764540055475411,-4.9709133006964285e-06
OR3Rank_Seed_Avg,0.0011694458714312992,2.502723712544004e-06
R32_Pts5_Avg,0.0011632844799989665,-1.229907126190917e-06
F4_OR1Rank_Avg,0.001162883902010272,-4.210262833949488e-07
S16_Hgt2Rank_Avg,0.001161734635129007,-1.382196677325781e-06
Conf_MAC,0.0011617001815460337,3.343567602343004e-06
F4_Pts4_Avg,0.0011487382086394552,-4.221114665811246e-06
R32_Off_2_Avg,0.0011471673958824986,4.436659133145576e-06
Winner_AdjOE_Avg,0.0011392898290804063,-4.7326857785257045e-06
AdjTempo_Seed_Avg,0.0011322167509588102,1.7634696615925215e-06
R32_Pts4_Avg,0.0011317196409936006,2.5275897284271098e-06
Hgt4,0.0011284288824584142,-1.4105570656807717e-05
Size_Seed_Avg,0.001122675919635089,-2.3688680035290834e-06
Winner_RankAdjOE_Avg,0.0011163173541057934,-5.566457015271799e-06
F4_RankOff_1_Avg,0.0011072778767288944,-3.201955281158887e-06
S16_DR3Rank_Avg,0.0011034765948681922,-1.3782966673122215e-06
S16_Pts1_Avg,0.0011010683127912794,-1.2531736356370472e-05
Conf_AEC,0.001098842920384039,4.2158750233056403e-07
RankOff_2_Seed_Avg,0.001097788230404459,2.6282639200070637e-06
NCG_RankAdjDE_Avg,0.0010814189064596842,1.5584090037014033e-06
E8_RankDE_Avg,0.0010768712678114751,1.8106241659852179e-06
E8_Hgt4_Avg,0.001075422949461713,-4.565603970834556e-06
DR2Rank_Seed_Avg,0.0010725528940913203,-3.4732779752721285e-06
S16_Hgt1_Avg,0.0010686347377294235,-3.5275247741974124e-06
ExpRank,0.001068428189396343,2.2562389372087038e-05
E8_Hgt1Rank_Avg,0.001065928910393333,1.0703997313244364e-06
E8_ExpRank_Avg,0.0010647605285550705,-2.743689229304471e-06
NCG_Hgt5_Avg,0.0010607825941138073,5.505076004016346e-06
NCG_Def_3_Avg,0.0010604428628007126,9.846513045716865e-06
NCG_SizeRank_Avg,0.0010597660723878541,-2.0360733192751906e-06
S16_Pts2_Avg,0.0010536587063482536,-2.1664925775282174e-06
OR4,0.0010524407112710403,2.726622318846285e-05
Conf_Patriot,0.0010477690398211575,-7.5324626369166505e-06
RankTempo_Seed_Avg,0.0010424884058052644,-1.29033403511559e-06
RankDE_Seed_Avg,0.0010380441439940774,-9.227889953630246e-07
S16_OR2_Avg,0.0010375458399939066,3.2711492083596003e-06
DR1_Seed_Avg,0.0010356755912114856,2.6227084359157363e-06
F4_Hgt2_Avg,0.0010272023237079323,3.593848605511152e-07
DR4,0.0010228398730883865,2.3451983672952866e-05
Pts4Rank_Seed_Avg,0.0010199881953521332,-4.5455812659740804e-07
Hgt1Rank,0.0010194752023745366,1.5715805658773264e-05
NCG_OR4_Avg,0.001018075971938036,-1.511324413433275e-06
Hgt5,0.0010092091898788128,5.559484691721248e-06
E8_Size_Avg,0.0009997612149522995,3.76900897767986e-06
E8_Hgt5_Avg,0.000997776547639205,5.1259303552963425e-06
Tempo,0.0009882581163077851,8.392330453999952e-05
S16_OR3_Avg,0.0009858500468746085,2.556622665115555e-06
Conf_WAC,0.0009838536980742998,2.0902687795576485e-05
R32_Pts4Rank_Avg,0.0009814930365766976,1.4058494853179336e-06
OR3,0.0009758611064275328,-4.7290755625752374e-05
NCG_Pts1_Avg,0.0009741740556405252,-7.836064331369334e-06
E8_RankDef_2_Avg,0.0009725691012460875,-9.55155964654127e-07
OR4_Seed_Avg,0.0009701358273932539,1.319068529618031e-06
F4_DE_Avg,0.000966740048703725,-4.118370487771683e-06
R32_OR3Rank_Avg,0.0009592163529743553,-1.4433539757992343e-06
NCG_Hgt4_Avg,0.000958895497058964,-1.8426523390203025e-06
OE_Seed_Avg,0.0009566645546760525,-1.5824321969715256e-06
R32_RankOff_2_Avg,0.0009520502377056683,5.9618528992238725e-06
ExpRank_Seed_Avg,0.0009427141864314737,-1.7245935722141062e-06
Conf_Sun Belt,0.0009394346628810588,1.110985083094819e-05
R32_DR2_Avg,0.0009370882615197217,-4.9342372730727645e-06
OR2,0.0009370703190723792,1.1622867308073166e-05
Winner_Def_2_Avg,0.0009366389113485082,1.5674906112010305e-06
F4_Pts5_Avg,0.0009307925442820611,-6.714486790244593e-07
Winner_AdjTempo_Avg,0.0009303173982006614,-2.6976018302110686e-06
F4_OR4_Avg,0.0009252550824779404,-1.948622057621299e-06
S16_DE_Avg,0.0009208321911249456,-4.173571693407021e-06
E8_Off_1_Avg,0.0009147226704002575,6.199483430578908e-07
Hgt5Rank_Seed_Avg,0.0009071121906672451,-6.577367154698807e-06
F4_DR3_Avg,0.0009037138510906634,-1.7367024500390453e-06
F4_SizeRank_Avg,0.0008975209246259185,-1.480842084626008e-08
S16_ExpRank_Avg,0.000895619140093346,-1.4735936063811587e-06
R32_Hgt1_Avg,0.0008950151685284278,-3.502231215610268e-06
S16_Pts3Rank_Avg,0.0008943948460497664,-5.567926662914769e-06
Conf_Ivy,0.0008883476691549611,1.5336882609418003e-05
R32_Def_1_Avg,0.0008873924731488387,-1.8650715662897697e-05
R32_RankAdjDE_Avg,0.0008864139182017379,-9.212480547223064e-07
Conf_Big South,0.0008687823359175669,-1.0878902613420387e-05
Winner_Off_3_Avg,0.0008646403881148381,-2.4652600990752713e-06
Winner_Hgt3Rank_Avg,0.0008536948793807643,-5.354041847827426e-07
S16_Hgt1Rank_Avg,0.0008534125063477193,4.3059762830246186e-06
Hgt2,0.0008409847990920332,1.799929619884359e-05
E8_Tempo_Avg,0.0008403842658975801,3.152479023657819e-06
OR2Rank_Seed_Avg,0.0008401098910363089,2.839411898278437e-06
NCG_RankOff_1_Avg,0.0008318773790396509,1.3919067060095056e-06
E8_Pts4_Avg,0.0008277301413401248,1.7810834409412055e-07
R32_OE_Avg,0.0008259392650886308,-1.174279885258577e-05
OR5,0.0008221986158368446,5.491159963322806e-05
Winner_Pts2Rank_Avg,0.000814741413366398,-5.189752767680257e-06
E8_HgtEff_Avg,0.0008084906074411597,-1.99231542737187e-05
NCG_Def_2_Avg,0.0008078683956370087,8.427092717274958e-07
R32_RankAdjEM_Avg,0.0008015747643440645,3.489941418608767e-06
RankOff_3_Seed_Avg,0.0007959464830349066,2.6361468747845618e-06
NCG_OR3_Avg,0.0007917152875217983,2.302599998951101e-06
E8_DR1_Avg,0.0007846411842270879,-3.730801447539409e-06
Winner_Pts3_Avg,0.0007791757309928545,-8.334633407155428e-06
OR1Rank_Seed_Avg,0.0007741555461247268,-1.4725126278542414e-07
Winner_RankAdjTempo_Avg,0.0007739852412071356,-8.259985777957504e-07
Hgt4_Seed_Avg,0.0007718289230113778,1.489974635324147e-06
R32_OR1Rank_Avg,0.0007714625210045893,1.552886081255674e-06
Winner_Hgt4Rank_Avg,0.0007685353876123032,-1.1883912060241358e-06
DR3,0.0007549605702942185,8.67424060631303e-06
E8_OR4_Avg,0.0007548047449500898,-7.454905023737865e-07
Conf_A-Sun,0.0007527533241625707,-1.882684374212573e-05
R32_OR2_Avg,0.0007521214625514478,3.6169665593610505e-06
Def_3_Seed_Avg,0.0007464541178104601,2.5969585807450086e-06
R32_DR5_Avg,0.0007437495991969866,-6.124649592065094e-07
Def_2,0.0007421636993971547,-5.137975898374204e-05
F4_OR5_Avg,0.0007400934119411164,-1.8189978892939382e-06
OR5Rank_Seed_Avg,0.0007352328169157493,3.447632822464766e-06
Winner_Hgt3_Avg,0.000734737211160754,3.758904860928529e-06
E8_OR2_Avg,0.0007312473635707043,2.698087817532646e-06
R32_Pts3_Avg,0.0007234810400023815,-3.855799526745074e-06
F4_Off_2_Avg,0.0007110865565873027,2.8786052750243078e-06
Winner_Tempo_Avg,0.0007095874671301439,-5.574220282598398e-07
AdjTempo,0.0007085536326342088,7.187751979865699e-05
F4_Pts2Rank_Avg,0.00069924356408543,4.552475765790205e-06
Conf_Big West,0.0006989626743304665,-5.337064389543409e-07
DR5,0.0006983111041804589,-1.2856558003892708e-05
