Feature,Importance,Importance_Normalized,Baseline_Loss
S16_Actual_12,0.0039409389024101515,1.0,0.4298544916156511
S16_Actual_6,0.00351993126853134,0.8931707280157688,0.4298544916156511
S16_Actual_Full,0.002854572111290532,0.7243380783053418,0.4298544916156511
R32_OR1Rank_Avg,0.0013509347520930248,0.342795152512219,0.4298544916156511
HgtEffRank_Seed_Avg,0.0011394361078662096,0.28912808243978794,0.4298544916156511
RankAdjTempo,0.0010888167260987291,0.2762835844607598,0.4298544916156511
R32_Pts2Rank_Avg,0.0009741060546656355,0.24717613715602227,0.4298544916156511
Seed,0.0008656827927013833,0.21966409887043908,0.4298544916156511
Conf_ACC,0.0008585363457370709,0.21785071197425002,0.4298544916156511
R32_OR1_Avg,0.0007790930357295944,0.19769223908879333,0.4298544916156511
Hgt5Rank_Seed_Avg,0.0007515723659453077,0.19070896163492163,0.4298544916156511
Size_Seed_Avg,0.0007232242180100212,0.18351571438159586,0.4298544916156511
S16_RankOff_2_Avg,0.0007093181169542384,0.1799870879805932,0.4298544916156511
Pts2Rank,0.0006555071696568437,0.16633274097600362,0.4298544916156511
SizeRank_Seed_Avg,0.000650910410689598,0.16516632883892773,0.4298544916156511
OR4Rank,0.0006256335861516971,0.15875241957419833,0.4298544916156511
Conf_MWC,0.0006221741809880332,0.15787460714184925,0.4298544916156511
RankDef_3,0.0006181069134806316,0.15684255168295486,0.4298544916156511
Hgt3Rank,0.0006108924659263271,0.15501190986562235,0.4298544916156511
DR2Rank_Seed_Avg,0.0005456122759977533,0.1384472810943794,0.4298544916156511
Pts2Rank_Seed_Avg,0.00052195577473646,0.13244452341477525,0.4298544916156511
Conf_OVC,0.000491428919429826,0.12469843648915335,0.4298544916156511
Pts5Rank_Seed_Avg,0.0004814534707321405,0.12216719991210699,0.4298544916156511
AdjOE_Seed_Avg,0.0004799980126418135,0.12179788231384713,0.4298544916156511
Region_South,0.00047280279218042676,0.1199721193067154,0.4298544916156511
S16_OR1_Avg,0.000469084313458934,0.11902856782987858,0.4298544916156511
OR5Rank,0.0004648791789521045,0.11796152908328504,0.4298544916156511
Hgt3Rank_Seed_Avg,0.00043832088417755655,0.11122245105335016,0.4298544916156511
Conf_WCC,0.0004239159051184771,0.1075672360358654,0.4298544916156511
Hgt1_Seed_Avg,0.0004180504856444722,0.10607890555948635,0.4298544916156511
RankDef_1_Seed_Avg,0.00039338010695066927,0.09981887988927984,0.4298544916156511
AdjDE_Seed_Avg,0.00036898989766859236,0.093629946265579,0.4298544916156511
Hgt1Rank_Seed_Avg,0.0003661858045274635,0.09291841705627968,0.4298544916156511
OR1Rank_Seed_Avg,0.00034983564347906837,0.08876961864725183,0.4298544916156511
Hgt4_Seed_Avg,0.00034964816383326047,0.08872204631729431,0.4298544916156511
Conf_AAC,0.00033572227814443467,0.08518839963215814,0.4298544916156511
S16_Pts5_Avg,0.0003349698735505835,0.08499747949548944,0.4298544916156511
R32_AdjEM_Avg,0.00032610721900311335,0.08274861069367928,0.4298544916156511
Conf_A-10,0.000307830709932011,0.07811100794882957,0.4298544916156511
AdjEM_Seed_Avg,0.00030277258776506555,0.07682752645058759,0.4298544916156511
OE_Seed_Avg,0.0002994153800048305,0.07597564626584738,0.4298544916156511
S16_SizeRank_Avg,0.0002977034556039815,0.0755412512033403,0.4298544916156511
S16_RankAdjTempo_Avg,0.00029275283018898035,0.07428504664458059,0.4298544916156511
RankDE_Seed_Avg,0.0002767872053747178,0.07023382301244092,0.4298544916156511
S16_OR3Rank_Avg,0.000264041161459172,0.0669995572115297,0.4298544916156511
R32_DR4Rank_Avg,0.0002626248261601849,0.0666401668900708,0.4298544916156511
Last10,0.0002617483700672052,0.0664177691024665,0.4298544916156511
S16_Pts2Rank_Avg,0.0002591246999548713,0.06575202163027673,0.4298544916156511
R32_DR4_Avg,0.0002536889933339448,0.06437272934599335,0.4298544916156511
Hgt4Rank_Seed_Avg,0.0002463322284967928,0.06250597499650247,0.4298544916156511
R32_RankDef_2_Avg,0.0002407488363589394,0.06108920800870705,0.4298544916156511
OR1Rank,0.00023759342994295052,0.060288534236764245,0.4298544916156511
Conf_Southland,0.00023212291584112643,0.058900409671199805,0.4298544916156511
S16_Hgt1_Avg,0.0002307876956956778,0.05856160204730286,0.4298544916156511
R32_RankOff_2_Avg,0.0002294100126499221,0.05821201960518148,0.4298544916156511
S16_OR1Rank_Avg,0.00022922098638644695,0.05816405482618946,0.4298544916156511
R32_OR4_Avg,0.0002249277019479301,0.05707464833072432,0.4298544916156511
S16_AdjTempo_Avg,0.00022284619145346296,0.05654647203923344,0.4298544916156511
OR1_Seed_Avg,0.00022242942723776915,0.05644071952035046,0.4298544916156511
AdjTempo,0.00022189082054918652,0.056304049883515124,0.4298544916156511
S16_RankDef_1_Avg,0.0002166980537280927,0.054986402756857546,0.4298544916156511
RankOff_1_Seed_Avg,0.00021627759173581396,0.05487971193959529,0.4298544916156511
Conf_WAC,0.00021387622738205936,0.05427037380641946,0.4298544916156511
Pts2,0.00021280026693132337,0.05399735245861882,0.4298544916156511
S16_Def_1_Avg,0.00021057480765257486,0.053432649646964606,0.4298544916156511
R32_RankDef_1_Avg,0.0002060248947904353,0.05227812455159787,0.4298544916156511
Hgt2Rank_Seed_Avg,0.00020056352360736662,0.05089231997093597,0.4298544916156511
R32_OR3Rank_Avg,0.00019984053316512984,0.05070886357637105,0.4298544916156511
S16_Hgt1Rank_Avg,0.00019685344671060978,0.049950900428885246,0.4298544916156511
HgtEff_Seed_Avg,0.00019555890055106273,0.049622413692195326,0.4298544916156511
R32_Pts4Rank_Avg,0.0001955003403403821,0.049607554235570714,0.4298544916156511
R32_DR1_Avg,0.0001924576505022979,0.04883548191640246,0.4298544916156511
S16_Hgt4Rank_Avg,0.0001923855256543705,0.048817180478670626,0.4298544916156511
DR5Rank,0.0001785916918514152,0.04531704151571451,0.4298544916156511
Year,0.0001746725334269006,0.044322568238770836,0.4298544916156511
R32_OR4Rank_Avg,0.00017379656486438133,0.04410029416038217,0.4298544916156511
R32_RankAdjOE_Avg,0.00017190035845948692,0.04361913815876673,0.4298544916156511
R32_RankTempo_Avg,0.00016815634185884942,0.04266910653093617,0.4298544916156511
OR2Rank_Seed_Avg,0.00015832699475520906,0.04017494274229457,0.4298544916156511
R32_RankDef_3_Avg,0.00015477725976964507,0.03927420942125956,0.4298544916156511
Off_1_Seed_Avg,0.00015422467699161002,0.03913399339870283,0.4298544916156511
DR2Rank,0.0001479809346233707,0.03754966475955015,0.4298544916156511
OR5Rank_Seed_Avg,0.00014675894821930546,0.03723958981692216,0.4298544916156511
Hgt3_Seed_Avg,0.00014492778134705953,0.03677493737810204,0.4298544916156511
