Feature,Importance,Importance_Normalized,Baseline_Loss
Conf_Big 12,0.004952035520335574,1.0,0.2649287153935449
Conf_WCC,0.004108492194608682,0.8296572546253204,0.2649287153935449
Conf Tourney,0.0031846115182935786,0.6430914126556536,0.2649287153935449
WinStreak,0.0022177629371826213,0.4478487539266146,0.2649287153935449
Conf_CAA,0.0011045005815601971,0.22303971306840523,0.2649287153935449
Hgt2Rank,0.0010441732903646028,0.2108573910822523,0.2649287153935449
Pts1Rank,0.0008772403029121412,0.1771474173215735,0.2649287153935449
Conf_Big East,0.0008529649135601836,0.17224531408498106,0.2649287153935449
DR2Rank,0.000677910277981586,0.1368952777494713,0.2649287153935449
RankOff_2_Seed_Avg,0.0006547287380664901,0.1322140633640129,0.2649287153935449
Conf_Horizon,0.0006336416191076721,0.12795579040287933,0.2649287153935449
Conf_Southland,0.0005777005637476185,0.11665921243401556,0.2649287153935449
Conf_A-10,0.0005763835550902097,0.11639325944316957,0.2649287153935449
F4_DR2Rank_Avg,0.0005650425617279575,0.11410309142727383,0.2649287153935449
F4_Pts1Rank_Avg,0.0005475864625139049,0.11057805628922422,0.2649287153935449
OR1Rank,0.000498038104434162,0.10057240146783368,0.2649287153935449
RankOff_3_Seed_Avg,0.0004929221438697007,0.09953929890961241,0.2649287153935449
SizeRank_Seed_Avg,0.0004833398756299845,0.0976042828540194,0.2649287153935449
OR5Rank,0.0004686138798636885,0.09463055705867252,0.2649287153935449
Region_East,0.00045574906426709694,0.09203267270510475,0.2649287153935449
Off_2_Seed_Avg,0.00043366670124950213,0.08757342298306349,0.2649287153935449
S16_Pts1Rank_Avg,0.0004219689841031271,0.08521121917851923,0.2649287153935449
Wins,0.0003767700423204512,0.07608387314130563,0.2649287153935449
DR2Rank_Seed_Avg,0.0003448144290718047,0.06963084728609507,0.2649287153935449
F4_Hgt2Rank_Avg,0.00033744533753704564,0.06814275385370797,0.2649287153935449
Off_3_Seed_Avg,0.0003310170606637408,0.06684464586419395,0.2649287153935449
E8_Pts1Rank_Avg,0.00032195658245892655,0.06501499860750377,0.2649287153935449
F4_SizeRank_Avg,0.0003094777887928113,0.06249506642711634,0.2649287153935449
F4_Hgt1Rank_Avg,0.0002992867976817082,0.060437126602320305,0.2649287153935449
Conf_OVC,0.0002960401789073863,0.05978151362034762,0.2649287153935449
R32_RankOff_2_Avg,0.0002929141160036286,0.05915024534876102,0.2649287153935449
E8_SizeRank_Avg,0.00027310814110959036,0.05515068298441511,0.2649287153935449
E8_OR5Rank_Avg,0.00026177478898042894,0.052862058017445285,0.2649287153935449
R32_Pts1Rank_Avg,0.00022218729214706912,0.04486787124903592,0.2649287153935449
F4_DR3Rank_Avg,0.00021605925841539086,0.04363039350750651,0.2649287153935449
Hgt1Rank,0.00021526096957391605,0.0434691893242577,0.2649287153935449
E8_OR3Rank_Avg,0.0002103339261330106,0.042474236153854844,0.2649287153935449
E8_OR3_Avg,0.0001978345815734639,0.03995015398436756,0.2649287153935449
E8_RankOff_1_Avg,0.0001926986848793666,0.0389130255807027,0.2649287153935449
