Feature,Importance,Importance_Normalized,Baseline_Loss
Conf_ACC,0.0023102292883089293,1.0,0.3657453605703133
WinStreak,0.0019706916098299887,0.8530285802378171,0.3657453605703133
Conf_WCC,0.0016226786474951571,0.702388570566061,0.3657453605703133
Conf_Big 12,0.001549534981246381,0.6707277884008773,0.3657453605703133
Conf_Big Ten,0.0013255261996353296,0.5737639144059181,0.3657453605703133
E8_SizeRank_Avg,0.001218695316931806,0.5275213690256182,0.3657453605703133
Hgt4Rank,0.0011103190960257137,0.48060991246390916,0.3657453605703133
Hgt4Rank_Seed_Avg,0.0010846928215380025,0.4695173881775127,0.3657453605703133
Region_East,0.0009892707318731042,0.42821322406367857,0.3657453605703133
Conf_Horizon,0.0009468772596434305,0.4098628930189599,0.3657453605703133
R32_RankOff_1_Avg,0.0008790939906513362,0.38052239883722816,0.3657453605703133
BenchRank_Seed_Avg,0.0008425465204658922,0.36470255343469826,0.3657453605703133
RankDE_Seed_Avg,0.0008278991081995257,0.3583623116498284,0.3657453605703133
S16_RankAdjTempo_Avg,0.000733133395265928,0.3173422651058918,0.3657453605703133
S16_BenchRank_Avg,0.0007108599386975722,0.30770103309438884,0.3657453605703133
DE_Seed_Avg,0.0006879783947068008,0.2977965859009587,0.3657453605703133
AdjDE_Seed_Avg,0.0006690438616538397,0.28960063186783286,0.3657453605703133
RankDef_1,0.0006116031221192197,0.2647369787987186,0.3657453605703133
Def_1_Seed_Avg,0.0006098002378325251,0.2639565868714678,0.3657453605703133
R32_Hgt3_Avg,0.0006086137238707767,0.2634429954423604,0.3657453605703133
R32_Hgt2Rank_Avg,0.0005789431724832483,0.2505998756976328,0.3657453605703133
Pts5,0.0005742955763221591,0.24858812899153365,0.3657453605703133
S16_RankDef_1_Avg,0.0005507799850225648,0.23840922968547923,0.3657453605703133
Hgt1Rank,0.0005332745369382996,0.23083186575331344,0.3657453605703133
SizeRank_Seed_Avg,0.0005131123942949678,0.22210453174133304,0.3657453605703133
Pts3Rank_Seed_Avg,0.0004530676894370367,0.19611373283587746,0.3657453605703133
S16_RankOff_3_Avg,0.00043141646432343084,0.1867418383563237,0.3657453605703133
Conf_A-10,0.00040976216174976043,0.17736861177519886,0.3657453605703133
E8_Hgt1Rank_Avg,0.0004056231136624344,0.17557699390061302,0.3657453605703133
R32_RankDef_2_Avg,0.000404834619537775,0.1752356883303609,0.3657453605703133
Hgt1,0.00039875376246173433,0.17260354393377947,0.3657453605703133
Pts2Rank_Seed_Avg,0.00038807690659653504,0.16798198713886295,0.3657453605703133
OR2Rank_Seed_Avg,0.00037406409344337144,0.16191643631926406,0.3657453605703133
HgtEffRank_Seed_Avg,0.0003711302216472534,0.16064648800246056,0.3657453605703133
S16_Hgt1Rank_Avg,0.00036920783675542523,0.15981436934585944,0.3657453605703133
E8_Hgt3Rank_Avg,0.00035943799393500786,0.1555854199208572,0.3657453605703133
Pts4,0.000355748528292843,0.15398840716509496,0.3657453605703133
R32_OR4Rank_Avg,0.00035141048807935116,0.15211065406264546,0.3657453605703133
Pts3Rank,0.000343691024241366,0.14876922649220903,0.3657453605703133
AdjOE_Seed_Avg,0.00034313937135704853,0.14853043942154504,0.3657453605703133
Region_West,0.0003391500005242576,0.14680361046435908,0.3657453605703133
R32_Bench_Avg,0.00032462858163723185,0.1405179058546425,0.3657453605703133
R32_Off_3_Avg,0.0003139096489562787,0.13587813579580157,0.3657453605703133
R32_Def_2_Avg,0.0003120416726519193,0.13506956830260405,0.3657453605703133
E8_BenchRank_Avg,0.000307134628577177,0.1329455176295498,0.3657453605703133
E8_Hgt4Rank_Avg,0.00029993201984351847,0.1298278146508421,0.3657453605703133
Conf_CAA,0.0002891801844310815,0.12517380239896417,0.3657453605703133
R32_RankOff_3_Avg,0.0002883753052922988,0.12482540445298718,0.3657453605703133
S16_RankOff_1_Avg,0.0002827103938151665,0.1223733052151323,0.3657453605703133
S16_RankDef_3_Avg,0.0002773429716437792,0.12004997644488881,0.3657453605703133
R32_RankDef_1_Avg,0.00026916535203724834,0.11651023272857708,0.3657453605703133
S16_SizeRank_Avg,0.0002653856829992751,0.11487417475930949,0.3657453605703133
Conf_OVC,0.0002638356957047616,0.1142032511837331,0.3657453605703133
DR1Rank,0.00026263019595013093,0.11368144161239263,0.3657453605703133
RankTempo,0.0002612072860627146,0.11306552444147931,0.3657453605703133
Pts5Rank_Seed_Avg,0.00025958606814086016,0.11236376815691539,0.3657453605703133
Hgt5Rank_Seed_Avg,0.00025288757316233035,0.10946427458178498,0.3657453605703133
Hgt1_Seed_Avg,0.00024258463659976304,0.10500457154940374,0.3657453605703133
E8_Pts2Rank_Avg,0.00023812038584181128,0.10307218727025734,0.3657453605703133
OR3Rank_Seed_Avg,0.000233629371303945,0.10112821808910577,0.3657453605703133
S16_OR3Rank_Avg,0.0002286943309923184,0.09899204903584309,0.3657453605703133
RankDef_2_Seed_Avg,0.0002283213499599812,0.09883060141061183,0.3657453605703133
R32_Pts5_Avg,0.00021671094238823185,0.09380494978784666,0.3657453605703133
E8_Hgt1_Avg,0.00021563821239944936,0.09334061060116458,0.3657453605703133
S16_Bench_Avg,0.00021107009313092728,0.09136326606153843,0.3657453605703133
E8_DR5Rank_Avg,0.00020850402003502744,0.09025252215880737,0.3657453605703133
R32_Pts4Rank_Avg,0.00020807324378535608,0.09006605744214426,0.3657453605703133
E8_Pts3Rank_Avg,0.00020679452845578927,0.08951255596242629,0.3657453605703133
OR2_Seed_Avg,0.000205662596087397,0.08902259058361281,0.3657453605703133
SizeRank,0.00020372334594681574,0.08818317167814096,0.3657453605703133
OR4Rank,0.00020184868675549028,0.0873717114474131,0.3657453605703133
S16_Hgt4_Avg,0.00019886220442777436,0.0860789902691174,0.3657453605703133
R32_Hgt4Rank_Avg,0.00019027528538195781,0.08236207823390461,0.3657453605703133
R32_Pts3Rank_Avg,0.0001884574715163012,0.08157522392690757,0.3657453605703133
E8_Size_Avg,0.00018717625706593521,0.08102064068408849,0.3657453605703133
BenchRank,0.00018206476801191362,0.07880809447497901,0.3657453605703133
Pts2_Seed_Avg,0.00018143850021279384,0.0785370097812263,0.3657453605703133
S16_Hgt2Rank_Avg,0.00018023268385464197,0.07801506316568732,0.3657453605703133
Hgt5_Seed_Avg,0.00017584541042231505,0.0761159990967964,0.3657453605703133
S16_AdjTempo_Avg,0.00017444976546837632,0.07551188375595058,0.3657453605703133
R32_OR3Rank_Avg,0.000173652312181638,0.07516670014548651,0.3657453605703133
E8_Hgt2_Avg,0.0001730273299638263,0.07489617192520359,0.3657453605703133
R32_Pts5Rank_Avg,0.00017292579489069926,0.07485222171054703,0.3657453605703133
DR2_Seed_Avg,0.0001681326363741631,0.07277746725184794,0.3657453605703133
S16_Pts4_Avg,0.00016811338960281974,0.07276913614313907,0.3657453605703133
Def_1,0.000162271067852382,0.07024024354360221,0.3657453605703133
