model,fit_order,fit_time,fit_time_marginal,pred_time_test,pred_time_test_marginal,pred_time_val,pred_time_val_marginal,score_test,score_val,stack_level,auc_score
CatBoost_r167,36.0,13.922051906585693,13.922051906585693,0.00867462158203125,0.00867462158203125,0.00787504514058431,0.00787504514058431,0.9497354497354497,0.9497354497354497,1.0,0.9497354497354497
CatBoost_r70,33.0,19.121709664662678,19.121709664662678,0.00980226198832194,0.00980226198832194,0.008474191029866537,0.008474191029866537,0.9467592592592592,0.9467592592592592,1.0,0.9467592592592592
CatBoost_r12,74.0,19.79145948092143,19.79145948092143,0.009681383768717447,0.009681383768717447,0.008176167805989584,0.008176167805989584,0.9447751322751322,0.9447751322751322,1.0,0.9447751322751322
CatBoost_r143,58.0,13.224040985107422,13.224040985107422,0.008531967798868815,0.008531967798868815,0.00788569450378418,0.00788569450378418,0.9408068783068783,0.9408068783068783,1.0,0.9408068783068783
CatBoost_r13,20.0,50.22658030192057,50.22658030192057,0.010176817576090494,0.010176817576090494,0.008551359176635742,0.008551359176635742,0.9394841269841269,0.9394841269841269,1.0,0.9394841269841269
NeuralNetTorch_r158,40.0,1.7056553363800049,1.7056553363800049,0.014805237452189127,0.014805237452189127,0.012708902359008789,0.012708902359008789,0.9378306878306878,0.9378306878306878,1.0,0.9378306878306878
CatBoost_r177,11.0,7.297514041264852,7.297514041264852,0.0087278683980306,0.0087278683980306,0.008018255233764648,0.008018255233764648,0.9365079365079364,0.9365079365079364,1.0,0.9365079365079364
CatBoost_r5,55.0,2.9832235177357993,2.9832235177357993,0.008425394694010416,0.008425394694010416,0.007747252782185872,0.007747252782185872,0.9355158730158729,0.9355158730158729,1.0,0.9355158730158729
CatBoost,5.0,8.790085633595785,8.790085633595785,0.009447733561197916,0.009447733561197916,0.00792074203491211,0.00792074203491211,0.9351851851851851,0.9351851851851851,1.0,0.9351851851851851
NeuralNetTorch_r71,57.0,0.6309460004170736,0.6309460004170736,0.012772321701049805,0.012772321701049805,0.011760393778483072,0.011760393778483072,0.9348544973544973,0.9348544973544973,1.0,0.9348544973544973
