model,fit_order,fit_time,fit_time_marginal,pred_time_test,pred_time_test_marginal,pred_time_val,pred_time_val_marginal,score_test,score_val,stack_level,auc_score
NeuralNetTorch_r197,42.0,0.4586699803670247,0.4586699803670247,0.009873628616333008,0.009873628616333008,0.009088357289632162,0.009088357289632162,0.8332465277777777,0.8332465277777777,1.0,0.8332465277777779
NeuralNetTorch_r185,62.0,1.1283700466156006,1.1283700466156006,0.01210633913675944,0.01210633913675944,0.009699344635009766,0.009699344635009766,0.8317708333333332,0.8317708333333332,1.0,0.8317708333333332
NeuralNetTorch_r1,84.0,1.613442023595174,1.613442023595174,0.011279582977294922,0.011279582977294922,0.00966493288675944,0.00966493288675944,0.83046875,0.83046875,1.0,0.83046875
NeuralNetTorch_r87,56.0,0.9998544057210287,0.9998544057210287,0.010817448298136393,0.010817448298136393,0.00908335049947103,0.00908335049947103,0.8291666666666666,0.8291666666666666,1.0,0.8291666666666666
NeuralNetTorch_r121,72.0,1.711656967798869,1.711656967798869,0.012068748474121094,0.012068748474121094,0.009642680486043295,0.009642680486043295,0.828125,0.828125,1.0,0.828125
NeuralNetTorch_r30,24.0,1.6432673931121826,1.6432673931121826,0.012422482172648111,0.012422482172648111,0.010253190994262695,0.010253190994262695,0.8273437499999999,0.8273437499999999,1.0,0.8273437499999999
NeuralNetTorch_r89,85.0,1.8956349690755208,1.8956349690755208,0.01081085205078125,0.01081085205078125,0.00960214932759603,0.00960214932759603,0.8250000000000001,0.8250000000000001,1.0,0.8250000000000001
CatBoost_r86,41.0,22.833131074905396,22.833131074905396,0.0068899790445963545,0.0068899790445963545,0.0061749617258707685,0.0061749617258707685,0.8243055555555556,0.8243055555555556,1.0,0.8243055555555556
NeuralNetTorch_r71,57.0,0.4099249839782715,0.4099249839782715,0.009585301081339518,0.009585301081339518,0.008913675944010416,0.008913675944010416,0.8223958333333333,0.8223958333333333,1.0,0.8223958333333333
NeuralNetTorch_r19,80.0,0.5589370727539062,0.5589370727539062,0.010189056396484375,0.010189056396484375,0.009042501449584961,0.009042501449584961,0.8213541666666667,0.8213541666666667,1.0,0.8213541666666666
NeuralNetTorch_r79,12.0,1.4731184641520183,1.4731184641520183,0.011600335439046225,0.011600335439046225,0.00986496607462565,0.00986496607462565,0.8205729166666668,0.8205729166666668,1.0,0.8205729166666668
ExtraTreesEntr,7.0,0.21648097038269043,0.21648097038269043,0.027109305063883465,0.027109305063883465,0.023735602696736652,0.023735602696736652,0.8202256944444445,0.8202256944444445,1.0,0.8202256944444445
NeuralNetTorch_r158,40.0,1.85055406888326,1.85055406888326,0.011683305104573568,0.011683305104573568,0.009904623031616211,0.009904623031616211,0.8186631944444445,0.8186631944444445,1.0,0.8186631944444445
