model,fit_order,fit_time,fit_time_marginal,pred_time_test,pred_time_test_marginal,pred_time_val,pred_time_val_marginal,score_test,score_val,stack_level,auc_score
CatBoost_r143,58.0,7.325735330581665,7.325735330581665,0.005699952443440755,0.005699952443440755,0.005753119786580403,0.005753119786580403,0.8284505208333334,0.8284505208333334,1.0,0.8284505208333334
LightGBM_r42,83.0,1.3734540144602458,1.3734540144602458,0.0027115345001220703,0.0027115345001220703,0.0020798842112223306,0.0020798842112223306,0.8254743303571429,0.8254743303571429,1.0,0.8254743303571429
ExtraTrees_r4,52.0,0.2966742515563965,0.2966742515563965,0.021500666936238606,0.021500666936238606,0.026922067006429035,0.026922067006429035,0.8244512648809524,0.8244512648809524,1.0,0.8244512648809524
ExtraTreesEntr,7.0,0.20408240954081217,0.20408240954081217,0.02432529131571452,0.02432529131571452,0.02700050671895345,0.02700050671895345,0.8242420014880952,0.8242420014880952,1.0,0.8242420014880952
NeuralNetTorch_r30,24.0,1.5402366320292156,1.5402366320292156,0.011331319808959961,0.011331319808959961,0.008783658345540365,0.008783658345540365,0.8241722470238094,0.8241722470238094,1.0,0.8241722470238094
NeuralNetTorch_r87,56.0,1.1246143976847331,1.1246143976847331,0.00939798355102539,0.00939798355102539,0.007744948069254558,0.007744948069254558,0.8235677083333334,0.8235677083333334,1.0,0.8235677083333334
ExtraTrees_r126,76.0,0.21989878018697104,0.21989878018697104,0.02730870246887207,0.02730870246887207,0.028911034266153973,0.028911034266153973,0.8230096726190476,0.8230096726190476,1.0,0.8230096726190476
RandomForestEntr,4.0,0.31035463015238446,0.31035463015238446,0.023773749669392902,0.023773749669392902,0.027076244354248047,0.027076244354248047,0.8229399181547619,0.8229399181547619,1.0,0.8229399181547619
CatBoost_r86,41.0,16.206204732259113,16.206204732259113,0.006012439727783203,0.006012439727783203,0.0053844451904296875,0.0053844451904296875,0.8213820684523809,0.8213820684523809,1.0,0.8213820684523809
CatBoost_r180,69.0,20.29689296086629,20.29689296086629,0.006435950597127278,0.006435950597127278,0.005762020746866862,0.005762020746866862,0.8190569196428572,0.8190569196428572,1.0,0.8190569196428572
LightGBM_r188,22.0,3.5054894288380942,3.5054894288380942,0.004162391026814778,0.004162391026814778,0.002247015635172526,0.002247015635172526,0.818452380952381,0.818452380952381,1.0,0.818452380952381
ExtraTrees_r49,44.0,0.21723810831705728,0.21723810831705728,0.031534036000569664,0.031534036000569664,0.027539650599161785,0.027539650599161785,0.8183128720238096,0.8183128720238096,1.0,0.8183128720238096
ExtraTreesGini,6.0,0.20739054679870605,0.20739054679870605,0.024362564086914062,0.024362564086914062,0.027394453684488933,0.027394453684488933,0.8183128720238096,0.8183128720238096,1.0,0.8183128720238096
CatBoost_r198,79.0,5.284785985946655,5.284785985946655,0.005565563837687175,0.005565563837687175,0.005349318186442058,0.005349318186442058,0.8178478422619048,0.8178478422619048,1.0,0.8178478422619048
ExtraTrees_r178,59.0,0.3307679494222005,0.3307679494222005,0.02637966473897298,0.02637966473897298,0.027247826258341473,0.027247826258341473,0.8176618303571428,0.8176618303571428,1.0,0.8176618303571428
LightGBM_r30,53.0,2.407656669616699,2.407656669616699,0.006395101547241211,0.006395101547241211,0.003194570541381836,0.003194570541381836,0.8175223214285715,0.8175223214285715,1.0,0.8175223214285715
CatBoost_r70,33.0,9.700664838155111,9.700664838155111,0.006628354390462239,0.006628354390462239,0.005590279897054036,0.005590279897054036,0.8162667410714287,0.8162667410714287,1.0,0.8162667410714287
CatBoost_r50,27.0,3.4351859092712402,3.4351859092712402,0.006488243738810222,0.006488243738810222,0.005351702372233073,0.005351702372233073,0.8159877232142857,0.8159877232142857,1.0,0.8159877232142859
NeuralNetTorch_r36,77.0,0.9508994420369467,0.9508994420369467,0.010396401087443033,0.010396401087443033,0.007811307907104492,0.007811307907104492,0.8144996279761904,0.8144996279761904,1.0,0.8144996279761906
LightGBMXT,1.0,1.3659963607788086,1.3659963607788086,0.0030500094095865884,0.0030500094095865884,0.002140045166015625,0.002140045166015625,0.8144996279761906,0.8144996279761906,1.0,0.8144996279761906
CatBoost_r13,20.0,23.585222005844116,23.585222005844116,0.006632328033447266,0.006632328033447266,0.005439917246500651,0.005439917246500651,0.8141741071428571,0.8141741071428571,1.0,0.8141741071428572
CatBoost_r60,63.0,3.5230886141459146,3.5230886141459146,0.006021738052368164,0.006021738052368164,0.005248308181762695,0.005248308181762695,0.8138950892857143,0.8138950892857143,1.0,0.8138950892857143
CatBoost_r9,14.0,32.464186668395996,32.464186668395996,0.007439851760864258,0.007439851760864258,0.005993286768595378,0.005993286768595378,0.8138950892857143,0.8138950892857143,1.0,0.8138950892857143
CatBoost,5.0,5.100427071253459,5.100427071253459,0.0069090525309244795,0.0069090525309244795,0.005386034647623698,0.005386034647623698,0.8136625744047619,0.8136625744047619,1.0,0.8136625744047619
CatBoost_r177,11.0,4.402425448099772,4.402425448099772,0.006035725275675456,0.006035725275675456,0.005240201950073242,0.005240201950073242,0.8128720238095237,0.8128720238095237,1.0,0.8128720238095237
LightGBM_r196,34.0,7.631121794382731,7.631121794382731,0.014151175816853842,0.014151175816853842,0.005075693130493164,0.005075693130493164,0.8123604910714285,0.8123604910714285,1.0,0.8123604910714285
NeuralNetTorch_r89,85.0,1.522263765335083,1.522263765335083,0.009872357050577799,0.009872357050577799,0.008183002471923828,0.008183002471923828,0.8118024553571428,0.8118024553571428,1.0,0.8118024553571428
NeuralNetTorch_r121,72.0,2.84075927734375,2.84075927734375,0.01084438959757487,0.01084438959757487,0.008353551228841146,0.008353551228841146,0.8114304315476191,0.8114304315476191,1.0,0.8114304315476191
CatBoost_r167,36.0,7.857911268870036,7.857911268870036,0.006827990214029948,0.006827990214029948,0.005268653233846028,0.005268653233846028,0.8111514136904762,0.8111514136904762,1.0,0.8111514136904762
NeuralNetTorch_r86,26.0,0.6964225769042969,0.6964225769042969,0.010017712910970053,0.010017712910970053,0.00796651840209961,0.00796651840209961,0.8106863839285715,0.8106863839285715,1.0,0.8106863839285715
CatBoost_r69,30.0,2.952625036239624,2.952625036239624,0.0062673091888427734,0.0062673091888427734,0.005332152048746745,0.005332152048746745,0.8105933779761906,0.8105933779761906,1.0,0.8105933779761904
RandomForest_r34,47.0,1.1325866381327312,1.1325866381327312,0.022972663243611652,0.022972663243611652,0.023325999577840168,0.023325999577840168,0.8105236235119048,0.8105236235119048,1.0,0.8105236235119048
NeuralNetTorch_r71,57.0,0.41896700859069824,0.41896700859069824,0.008400360743204752,0.008400360743204752,0.007575114568074544,0.007575114568074544,0.8097563244047619,0.8097563244047619,1.0,0.8097563244047619
