model,fit_order,fit_time,fit_time_marginal,pred_time_test,pred_time_test_marginal,pred_time_val,pred_time_val_marginal,score_test,score_val,stack_level,auc_score
LightGBMXT,1.0,1.2443416118621826,1.2443416118621826,0.002941608428955078,0.002941608428955078,0.001966396967569987,0.001966396967569987,0.8325238715277777,0.8325238715277777,1.0,0.8325238715277777
CatBoost_r198,79.0,4.459907690684001,4.459907690684001,0.004878838857014974,0.004878838857014974,0.004468679428100586,0.004468679428100586,0.8319780815972222,0.8319780815972222,1.0,0.8319780815972223
CatBoost_r9,14.0,24.93081609408061,24.93081609408061,0.006590684254964192,0.006590684254964192,0.005086580912272136,0.005086580912272136,0.8317968749999999,0.8317968749999999,1.0,0.8317968749999999
NeuralNetTorch_r87,56.0,1.0188193321228027,1.0188193321228027,0.008347590764363607,0.008347590764363607,0.006584962209065755,0.006584962209065755,0.831486545138889,0.831486545138889,1.0,0.831486545138889
LightGBM_r94,48.0,0.7498893737792969,0.7498893737792969,0.0028053919474283853,0.0028053919474283853,0.002035220464070638,0.002035220464070638,0.8311979166666666,0.8311979166666666,1.0,0.8311979166666666
LightGBM_r96,15.0,0.969444990158081,0.969444990158081,0.0047016143798828125,0.0047016143798828125,0.0026127497355143228,0.0026127497355143228,0.8310460069444444,0.8310460069444444,1.0,0.8310460069444444
CatBoost_r5,55.0,1.8721797466278076,1.8721797466278076,0.0053081512451171875,0.0053081512451171875,0.0044956207275390625,0.0044956207275390625,0.8309342447916667,0.8309342447916667,1.0,0.8309342447916667
RandomForest_r15,64.0,2.5545637607574463,2.5545637607574463,0.023340781529744465,0.023340781529744465,0.026227871576944988,0.026227871576944988,0.8306651475694444,0.8306651475694444,1.0,0.8306651475694444
CatBoost_r86,41.0,13.23186961809794,13.23186961809794,0.005086501439412435,0.005086501439412435,0.0045613447825113935,0.0045613447825113935,0.8305034722222223,0.8305034722222223,1.0,0.8305034722222223
CatBoost_r6,67.0,2.666295051574707,2.666295051574707,0.0050877730051676435,0.0050877730051676435,0.004570325215657552,0.004570325215657552,0.8304155815972223,0.8304155815972223,1.0,0.8304155815972223
CatBoost_r50,27.0,2.7109646797180176,2.7109646797180176,0.005309263865152995,0.005309263865152995,0.0046376387278238935,0.0046376387278238935,0.8302180989583334,0.8302180989583334,1.0,0.8302180989583334
LightGBM_r121,68.0,4.415330092112224,4.415330092112224,0.0050919850667317705,0.0050919850667317705,0.0029768149058024087,0.0029768149058024087,0.829997829861111,0.829997829861111,1.0,0.829997829861111
CatBoost,5.0,4.2691413561503095,4.2691413561503095,0.006094296773274739,0.006094296773274739,0.004819313685099284,0.004819313685099284,0.8299424913194443,0.8299424913194443,1.0,0.8299424913194443
RandomForest_r39,35.0,2.8688456217447915,2.8688456217447915,0.024378458658854168,0.024378458658854168,0.02425376574198405,0.02425376574198405,0.8298844401041666,0.8298844401041666,1.0,0.8298844401041666
LightGBM_r30,53.0,2.132657210032145,2.132657210032145,0.005076885223388672,0.005076885223388672,0.0031410853068033853,0.0031410853068033853,0.8296473524305555,0.8296473524305555,1.0,0.8296473524305555
LightGBM_r188,22.0,3.765542984008789,3.765542984008789,0.00409237543741862,0.00409237543741862,0.0021005471547444663,0.0021005471547444663,0.8292545572916666,0.8292545572916666,1.0,0.8292545572916666
CatBoost_r49,43.0,1.7215594450632732,1.7215594450632732,0.004590272903442383,0.004590272903442383,0.004400730133056641,0.004400730133056641,0.8290266927083332,0.8290266927083332,1.0,0.8290266927083332
LightGBM_r130,25.0,0.6523077487945557,0.6523077487945557,0.0026050408681233725,0.0026050408681233725,0.001900037129720052,0.001900037129720052,0.8286979166666667,0.8286979166666667,1.0,0.8286979166666666
CatBoost_r60,63.0,2.5750734011332193,2.5750734011332193,0.0050542354583740234,0.0050542354583740234,0.0045655568440755205,0.0045655568440755205,0.8282682291666666,0.8282682291666666,1.0,0.8282682291666666
NeuralNetTorch_r185,62.0,1.1391658782958984,1.1391658782958984,0.00969680150349935,0.00969680150349935,0.006991227467854817,0.006991227467854817,0.8277701822916667,0.8277701822916667,1.0,0.8277701822916667
NeuralNetTorch_r143,49.0,2.058316628138224,2.058316628138224,0.010339657465616861,0.010339657465616861,0.007850408554077148,0.007850408554077148,0.8277484809027778,0.8277484809027778,1.0,0.8277484809027778
RandomForest_r127,46.0,3.164693911870321,3.164693911870321,0.02351212501525879,0.02351212501525879,0.020845731099446613,0.020845731099446613,0.8276041666666668,0.8276041666666668,1.0,0.8276041666666668
LightGBM_r42,83.0,1.4588251908620198,1.4588251908620198,0.0021895567576090493,0.0021895567576090493,0.001880645751953125,0.001880645751953125,0.827490234375,0.827490234375,1.0,0.827490234375
CatBoost_r137,19.0,1.996225118637085,1.996225118637085,0.005707343419392903,0.005707343419392903,0.0045049190521240234,0.0045049190521240234,0.827468532986111,0.827468532986111,1.0,0.827468532986111
LightGBM_r131,13.0,3.458872159322103,3.458872159322103,0.00512997309366862,0.00512997309366862,0.0027720133463541665,0.0027720133463541665,0.8271636284722222,0.8271636284722222,1.0,0.8271636284722222
CatBoost_r69,30.0,2.628352642059326,2.628352642059326,0.005494038263956706,0.005494038263956706,0.004528443018595378,0.004528443018595378,0.8266059027777777,0.8266059027777777,1.0,0.8266059027777777
XGBoost_r98,38.0,4.711377302805583,4.711377302805583,0.012061436971028646,0.012061436971028646,0.007230599721272786,0.007230599721272786,0.826513671875,0.826513671875,1.0,0.826513671875
CatBoost_r163,78.0,2.3501192728678384,2.3501192728678384,0.005340973536173503,0.005340973536173503,0.00443728764851888,0.00443728764851888,0.8264257812499999,0.8264257812499999,1.0,0.8264257812499999
LightGBM_r161,32.0,4.018189430236816,4.018189430236816,0.005416393280029297,0.005416393280029297,0.002945105234781901,0.002945105234781901,0.8263107638888889,0.8263107638888889,1.0,0.8263107638888889
RandomForest_r195,21.0,3.122136354446411,3.122136354446411,0.02320265769958496,0.02320265769958496,0.028788248697916668,0.028788248697916668,0.8262782118055555,0.8262782118055555,1.0,0.8262782118055555
NeuralNetTorch_r89,85.0,1.196153958638509,1.196153958638509,0.008165995279947916,0.008165995279947916,0.007019837697347005,0.007019837697347005,0.8252235243055556,0.8252235243055556,1.0,0.8252235243055553
LightGBM_r143,45.0,2.446709235509237,2.446709235509237,0.004502693812052409,0.004502693812052409,0.0025147596995035806,0.0025147596995035806,0.8240538194444444,0.8240538194444444,1.0,0.8240538194444444
NeuralNetTorch_r36,77.0,0.7380626201629639,0.7380626201629639,0.009457031885782877,0.009457031885782877,0.006685018539428711,0.006685018539428711,0.8239670138888888,0.8239670138888888,1.0,0.8239670138888888
RandomForest_r16,73.0,3.9302417437235513,3.9302417437235513,0.03267661730448405,0.03267661730448405,0.02857033411661784,0.02857033411661784,0.8235004340277778,0.8235004340277778,1.0,0.8235004340277778
XGBoost_r194,28.0,1.2544023990631104,1.2544023990631104,0.009191433588663736,0.009191433588663736,0.006817976633707683,0.006817976633707683,0.8232996961805555,0.8232996961805555,1.0,0.8232996961805555
NeuralNetTorch_r19,80.0,0.5104376475016276,0.5104376475016276,0.0076800187428792315,0.0076800187428792315,0.006543397903442383,0.006543397903442383,0.8227593315972221,0.8227593315972221,1.0,0.8227593315972221
NeuralNetTorch_r41,37.0,0.8355749448140463,0.8355749448140463,0.00882720947265625,0.00882720947265625,0.0066509246826171875,0.0066509246826171875,0.8221766493055555,0.8221766493055555,1.0,0.8221766493055555
XGBoost_r34,82.0,1.8770314852396648,1.8770314852396648,0.005804856618245442,0.005804856618245442,0.0038963953653971353,0.0038963953653971353,0.8215700954861113,0.8215700954861113,1.0,0.8215700954861113
NeuralNetTorch_r86,26.0,0.9110416571299235,0.9110416571299235,0.0081787109375,0.0081787109375,0.006879885991414388,0.006879885991414388,0.8215505642361111,0.8215505642361111,1.0,0.8215505642361111
NeuralNetTorch,9.0,0.624903678894043,0.624903678894043,0.00891272226969401,0.00891272226969401,0.006514310836791992,0.006514310836791992,0.8200217013888889,0.8200217013888889,1.0,0.8200217013888889
NeuralNetTorch_r1,84.0,1.4571696122487385,1.4571696122487385,0.00865467389424642,0.00865467389424642,0.00710296630859375,0.00710296630859375,0.8199273003472222,0.8199273003472222,1.0,0.8199273003472222
NeuralNetTorch_r30,24.0,1.8065776030222576,1.8065776030222576,0.010411898295084635,0.010411898295084635,0.007687012354532878,0.007687012354532878,0.8194086371527778,0.8194086371527778,1.0,0.8194086371527778
NeuralNetTorch_r121,72.0,1.2090651194254558,1.2090651194254558,0.008988380432128906,0.008988380432128906,0.007575035095214844,0.007575035095214844,0.8185742187499999,0.8185742187499999,1.0,0.8185742187499999
NeuralNetTorch_r22,16.0,0.9839653968811035,0.9839653968811035,0.008999029795328775,0.008999029795328775,0.007303317387898763,0.007303317387898763,0.8183604600694445,0.8183604600694445,1.0,0.8183604600694444
LightGBM,2.0,1.670711914698283,1.670711914698283,0.002408583958943685,0.002408583958943685,0.001893758773803711,0.001893758773803711,0.8181130642361111,0.8181130642361111,1.0,0.8181130642361113
XGBoost_r89,23.0,1.0567347208658855,1.0567347208658855,0.006403128306070964,0.006403128306070964,0.0037412643432617188,0.0037412643432617188,0.8178504774305555,0.8178504774305555,1.0,0.8178504774305555
XGBoost_r33,17.0,3.171973387400309,3.171973387400309,0.007460355758666992,0.007460355758666992,0.00399168332417806,0.00399168332417806,0.8175651041666666,0.8175651041666666,1.0,0.8175651041666666
NeuralNetTorch_r14,31.0,0.5464475154876709,0.5464475154876709,0.008026679356892904,0.008026679356892904,0.006445089975992839,0.006445089975992839,0.8170930989583334,0.8170930989583334,1.0,0.8170930989583334
LightGBM_r135,65.0,0.8250272274017334,0.8250272274017334,0.002770662307739258,0.002770662307739258,0.001995642979939779,0.001995642979939779,0.8169813368055556,0.8169813368055556,1.0,0.8169813368055555
NeuralNetTorch_r79,12.0,1.1430950164794922,1.1430950164794922,0.009076754252115885,0.009076754252115885,0.00848547617594401,0.00848547617594401,0.8166102430555556,0.8166102430555556,1.0,0.8166102430555556
NeuralNetTorch_r71,57.0,0.45604976018269855,0.45604976018269855,0.007477680842081706,0.007477680842081706,0.0063733259836832685,0.0063733259836832685,0.8162456597222222,0.8162456597222222,1.0,0.8162456597222222
NeuralNetTorch_r135,75.0,1.4437953631083171,1.4437953631083171,0.010369380315144857,0.010369380315144857,0.007524251937866211,0.007524251937866211,0.8162217881944445,0.8162217881944445,1.0,0.8162217881944445
NeuralNetTorch_r158,40.0,1.8046059608459473,1.8046059608459473,0.00921773910522461,0.00921773910522461,0.007316907246907552,0.007316907246907552,0.8161501736111111,0.8161501736111111,1.0,0.8161501736111111
NeuralNetTorch_r31,51.0,0.512137254079183,0.512137254079183,0.007840474446614584,0.007840474446614584,0.0067005157470703125,0.0067005157470703125,0.8158463541666667,0.8158463541666667,1.0,0.8158463541666667
LightGBM_r15,39.0,1.8836553891499836,1.8836553891499836,0.0031757354736328125,0.0031757354736328125,0.0021250247955322266,0.0021250247955322266,0.8146929253472223,0.8146929253472223,1.0,0.8146929253472223
XGBoost_r31,61.0,2.7910914421081543,2.7910914421081543,0.009335597356160482,0.009335597356160482,0.004051764806111653,0.004051764806111653,0.8146647135416667,0.8146647135416667,1.0,0.8146647135416667
XGBoost_r49,54.0,1.9482605457305908,1.9482605457305908,0.006176948547363281,0.006176948547363281,0.003797610600789388,0.003797610600789388,0.8131694878472221,0.8131694878472221,1.0,0.8131694878472221
XGBoost_r22,66.0,1.05929168065389,1.05929168065389,0.005728960037231445,0.005728960037231445,0.0037537415822347007,0.0037537415822347007,0.8128016493055554,0.8128016493055554,1.0,0.8128016493055554
NeuralNetTorch_r76,70.0,0.5405236879984537,0.5405236879984537,0.007665236790974935,0.007665236790974935,0.006491740544637044,0.006491740544637044,0.8099685329861112,0.8099685329861112,1.0,0.8099685329861112
NeuralNetTorch_r197,42.0,0.41202306747436523,0.41202306747436523,0.007187048594156901,0.007187048594156901,0.0065356095631917315,0.0065356095631917315,0.8079893663194445,0.8079893663194445,1.0,0.8079893663194445
XGBoost,8.0,1.0808629989624023,1.0808629989624023,0.007500171661376953,0.007500171661376953,0.003725290298461914,0.003725290298461914,0.8077061631944443,0.8077061631944443,1.0,0.8077061631944443
XGBoost_r95,81.0,1.1871235370635986,1.1871235370635986,0.00573428471883138,0.00573428471883138,0.0037583510080973306,0.0037583510080973306,0.8055826822916666,0.8055826822916666,1.0,0.8055826822916666
LightGBMLarge,10.0,6.679643313090007,6.679643313090007,0.0038774808247884116,0.0038774808247884116,0.0027020772298177085,0.0027020772298177085,0.775534939236111,0.775534939236111,1.0,0.775534939236111
