mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__activation,param_clf__alpha,param_clf__hidden_layer_sizes,param_smote__k_neighbors,params,split0_test_neg_log_loss,split1_test_neg_log_loss,split2_test_neg_log_loss,split3_test_neg_log_loss,split4_test_neg_log_loss,mean_test_neg_log_loss,std_test_neg_log_loss,rank_test_neg_log_loss,split0_test_average_precision,split1_test_average_precision,split2_test_average_precision,split3_test_average_precision,split4_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision
1.4768831729888916,0.23642357545699066,0.001453399658203125,0.0005788702940349298,tanh,0.0001,"(40, 20)",2,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (40, 20), 'smote__k_neighbors': 2}",-0.15138156982356296,-0.21645686665389582,-0.19574800772551193,-0.20123703020579212,-0.2375083224367267,-0.2004663593690979,0.028495531901086772,2,0.7515985543508479,0.39854232804232803,0.47909033435349224,0.22954682895720632,0.33206505078845505,0.43816861929846584,0.1767847123279909,108
1.1267638206481934,0.551543088657271,0.001461362838745117,0.0006411163209605135,tanh,0.0001,"(40, 20)",3,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (40, 20), 'smote__k_neighbors': 3}",-0.1795435852419037,-0.20431858984001225,-0.2167124613585195,-0.1975969481358765,-0.2203448010329475,-0.20370327712185188,0.014611883983574847,9,0.7585532746823069,0.534481721981722,0.5369399676628592,0.34654581529581524,0.3395801331285202,0.5032201825502447,0.15403520300418808,7
1.98013596534729,0.44231406013615693,0.0017996788024902343,0.0007782079220384806,tanh,0.0001,"(60, 30)",1,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (60, 30), 'smote__k_neighbors': 1}",-0.19617439644572435,-0.2334960567601684,-0.1488066938249396,-0.19196570134974408,-0.24097640520516786,-0.20228385071714886,0.033090516847027004,6,0.7411858974358975,0.5457551707551707,0.5457070707070707,0.24257561610502784,0.2996886973180076,0.4749824904642348,0.18199772612558515,13
1.7368921756744384,0.4646703867062697,0.001795196533203125,0.0007710776590760789,tanh,0.0001,"(60, 30)",2,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (60, 30), 'smote__k_neighbors': 2}",-0.20534335541867801,-0.2098999989868913,-0.18853123912445222,-0.21568255830524144,-0.22702276960934473,-0.20929598428892154,0.012666412246164277,14,0.6527208171945014,0.5491011303511303,0.5186619493848409,0.21684400149406957,0.2521161224649597,0.4378888041779003,0.17228904222880725,109
1.2194239139556884,0.6027053017572233,0.0015021800994873048,0.0006774425120611119,tanh,0.0001,"(60, 30)",3,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (60, 30), 'smote__k_neighbors': 3}",-0.17860678843100378,-0.21051045928050083,-0.21027808548252222,-0.20993677727760177,-0.24080779830263432,-0.21002798175485257,0.01967227567570056,15,0.7727272727272727,0.5336183424418718,0.5369200244200244,0.3433712121212121,0.3520168787926834,0.5077307461006129,0.15684782792200047,4
0.34297943115234375,0.06535956949845974,0.0012162685394287109,1.5052201587547352e-05,tanh,0.001,"(160,)",1,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (160,), 'smote__k_neighbors': 1}",-0.3765419733290871,-0.3217102963772635,-0.36017474830807655,-0.20171862200256577,-0.21913316713813746,-0.2958557614310261,0.07219946168142775,110,0.5506213450292398,0.5596256684491978,0.4731505081972372,0.3578382969687317,0.2946245133851246,0.44717206640590623,0.10514154611055242,90
0.32536940574645995,0.08241417088181278,0.001977825164794922,0.0015575788996285028,tanh,0.001,"(160,)",2,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (160,), 'smote__k_neighbors': 2}",-0.37796209889409277,-0.3132615491687904,-0.3442631475775788,-0.22119766610571112,-0.2120240131022204,-0.2937416949696787,0.06628262815001472,96,0.5765219765219766,0.5641123882503193,0.4699939425406715,0.3561544067282948,0.28755482456140347,0.450867507720533,0.11368453983291456,70
0.30461769104003905,0.06887778156572452,0.0017443180084228515,0.000752236958267704,tanh,0.001,"(160,)",3,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (160,), 'smote__k_neighbors': 3}",-0.36180447040073743,-0.3266572108049065,-0.3578031727402335,-0.22945245219608346,-0.1974019892005696,-0.2946238590685061,0.0681621597263755,105,0.5765219765219766,0.5596256684491978,0.4774193548387097,0.36360698125404,0.2878028404344194,0.4529953642996688,0.11180718220979873,59
0.3187304973602295,0.06342728614090959,0.0015755653381347655,0.0007516914047822311,tanh,0.001,"(200,)",1,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (200,), 'smote__k_neighbors': 1}",-0.3860001835343318,-0.31450722292214833,-0.37355890543057996,-0.21361187029821993,-0.21040740084261064,-0.29961711660557816,0.0755068386726345,114,0.5548048048048048,0.5596256684491978,0.4756921009062642,0.35805142569848447,0.29488892375001086,0.44861258472175247,0.10598705583968641,80
0.3207206726074219,0.1262578876670741,0.0014131546020507812,0.00036352703953632256,tanh,0.001,"(200,)",2,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (200,), 'smote__k_neighbors': 2}",-0.3815748535709025,-0.31357652090618326,-0.35934581306540975,-0.2131425886422602,-0.20463092335631172,-0.2944541399082135,0.0732753601837258,102,0.5765219765219766,0.5656862745098039,0.4700821104122991,0.3561544067282948,0.28805885681946797,0.4513007249983684,0.11385770559353992,64
0.3146003246307373,0.08684672810711096,0.0018806934356689453,0.0008099756796433565,tanh,0.001,"(200,)",3,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (200,), 'smote__k_neighbors': 3}",-0.3652626600983384,-0.32733003151230283,-0.3534661209944123,-0.2081070564109404,-0.21327971987531927,-0.2934891177782627,0.06872777262446728,92,0.5765219765219766,0.5618876941457587,0.47719298245614034,0.3485645491459445,0.25977704678362573,0.44478884981068917,0.1229668793846449,99
0.32479000091552734,0.054452372925123685,0.002228832244873047,0.0011821559124866208,tanh,0.001,"(240,)",1,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (240,), 'smote__k_neighbors': 1}",-0.3751518227414424,-0.31713250601499027,-0.36437936700096424,-0.2239964483825969,-0.2253729200168161,-0.301206612831362,0.0654591223158567,119,0.5506213450292398,0.5596256684491978,0.4736086353733413,0.35805142569848447,0.29914529914529914,0.44821047473911246,0.10382242436522467,83
0.3621403694152832,0.11860515817082154,0.0026504039764404298,0.0013172903972827497,tanh,0.001,"(240,)",2,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (240,), 'smote__k_neighbors': 2}",-0.3719669175822922,-0.3250424837484546,-0.3449069678978882,-0.21657002002406148,-0.21240374645244944,-0.2941780271410292,0.0667640432251812,99,0.5548048048048048,0.5585503996319936,0.4715917722480479,0.3561544067282948,0.29488892375001086,0.4471980614326304,0.10588732507011595,88
0.312486457824707,0.0789724102283506,0.0024228572845458986,0.0009816001549501708,tanh,0.001,"(240,)",3,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (240,), 'smote__k_neighbors': 3}",-0.34627677140190016,-0.29883393674183123,-0.33779851530753735,-0.22165151163563782,-0.2058694917128512,-0.2820860453599515,0.05825138006864546,85,0.5765219765219766,0.5656862745098039,0.4776556776556776,0.3532928424232772,0.25553613053613056,0.44573858032937314,0.12428486112553207,94
1.5204787254333496,0.4472677019323644,0.0016300201416015625,0.0006692413065752774,tanh,0.001,"(40, 20)",1,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (40, 20), 'smote__k_neighbors': 1}",-0.16591613016139461,-0.23183713913363393,-0.18593360443715148,-0.21790574127054074,-0.23890199467804143,-0.20809892193615243,0.02785388724490116,13,0.7081885856079404,0.392583918813427,0.3857233409864989,0.2215558919581908,0.32961741961741964,0.4075338313966953,0.1623275945675008,120
1.4744805812835693,0.2779417131038677,0.001400899887084961,0.0005620239986873797,tanh,0.001,"(40, 20)",2,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (40, 20), 'smote__k_neighbors': 2}",-0.15067704475500546,-0.2163886107014401,-0.19703823842819368,-0.20193523751874606,-0.23679426501683554,-0.2005666792840442,0.028516907131593307,3,0.7515151515151515,0.3986068441713603,0.46475683119518735,0.22991621429999592,0.33232106717350374,0.43542322167103975,0.17606430572556434,113
1.1356319904327392,0.5517858088839787,0.0011507034301757812,3.653786310689118e-05,tanh,0.001,"(40, 20)",3,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (40, 20), 'smote__k_neighbors': 3}",-0.18009938361455582,-0.20413044367293576,-0.21692317418463222,-0.19760757773085472,-0.2195903388335675,-0.2036701836073092,0.014294353733627734,8,0.759090909090909,0.5348311279915053,0.5369399676628592,0.34654581529581524,0.3395801331285202,0.5033975906339219,0.1542276695287575,6
1.7848790645599366,0.3881851407538896,0.0013117313385009766,0.0002561260298495855,tanh,0.001,"(60, 30)",1,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (60, 30), 'smote__k_neighbors': 1}",-0.1813646211591273,-0.23355761145243678,-0.16285979825934688,-0.19349279410322853,-0.24065888762861162,-0.2023867425205502,0.030065898918056676,7,0.7357142857142857,0.5457551707551707,0.5009062253743104,0.23922071627158326,0.301772030651341,0.4646736857533383,0.178166215455001,33
1.6230194568634033,0.28162223469873454,0.0018503665924072266,0.001341417738044965,tanh,0.001,"(60, 30)",2,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (60, 30), 'smote__k_neighbors': 2}",-0.21768919950954632,-0.20841393377573078,-0.18889747025888806,-0.21593031141372143,-0.22606061998768098,-0.21139830698911352,0.012572127523321444,16,0.6906318082788672,0.548776455026455,0.5186619493848409,0.217602495543672,0.335449455798293,0.4622244328064255,0.1665882120581882,36
1.1860639095306396,0.5671263959572274,0.0021683692932128905,0.0008085886921692409,tanh,0.001,"(60, 30)",3,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (60, 30), 'smote__k_neighbors': 3}",-0.19790572654898683,-0.2103698566216363,-0.21088217179214544,-0.2099344046705841,-0.2403315142938606,-0.21388473478544268,0.014083577043060314,20,0.7809983896940419,0.5332554977394045,0.5367657034323701,0.3433712121212121,0.3520168787926834,0.5092815363559424,0.15963620319866134,2
0.3378746509552002,0.07000928549393569,0.0019292831420898438,0.0008846443162687218,tanh,0.01,"(160,)",1,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (160,), 'smote__k_neighbors': 1}",-0.376493380362745,-0.3217321064022645,-0.3601635389892377,-0.20173107870209525,-0.21903354328847371,-0.2958307295489632,0.07220610367096714,109,0.5506213450292398,0.5596256684491978,0.4731505081972372,0.3578382969687317,0.29488892375001086,0.44722494847888344,0.10506484589485342,87
0.3331960678100586,0.08829464413445859,0.0016150951385498046,0.0008425394067319039,tanh,0.01,"(160,)",2,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (160,), 'smote__k_neighbors': 2}",-0.37795609046645007,-0.3132855647371709,-0.34428091673197275,-0.22114397619799017,-0.21193805393928913,-0.2937209204145746,0.06631817622565472,95,0.5765219765219766,0.5641123882503193,0.4699939425406715,0.3561544067282948,0.2878028404344194,0.4509171108951363,0.1136133037273626,69
0.31039996147155763,0.07015995858675546,0.0015608787536621094,0.0007346918771142633,tanh,0.01,"(160,)",3,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (160,), 'smote__k_neighbors': 3}",-0.36175540128905553,-0.3266820338266385,-0.3578141764468941,-0.2295158465045095,-0.19730204370368618,-0.29461390035415674,0.06817327231426032,104,0.5765219765219766,0.5596256684491978,0.4774193548387097,0.36360698125404,0.2878028404344194,0.4529953642996688,0.11180718220979873,59
0.2915994167327881,0.0613453019377537,0.0020001411437988283,0.0009528535935327158,tanh,0.01,"(200,)",1,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (200,), 'smote__k_neighbors': 1}",-0.38596505204711407,-0.31451199720179573,-0.3735361568991567,-0.2135910779884563,-0.21037011739785438,-0.2995948803068754,0.075508081231598,113,0.5548048048048048,0.5596256684491978,0.4756921009062642,0.35805142569848447,0.29488892375001086,0.44861258472175247,0.10598705583968641,80
0.33443460464477537,0.11013210214598117,0.0015064239501953124,0.0005473361274107002,tanh,0.01,"(200,)",2,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (200,), 'smote__k_neighbors': 2}",-0.38157020193442204,-0.3136183283367678,-0.3593195749041005,-0.21310343663446105,-0.20447645777860826,-0.2944175999176719,0.0733183640938351,101,0.5765219765219766,0.5656862745098039,0.4700821104122991,0.3561544067282948,0.28805885681946797,0.4513007249983684,0.11385770559353992,64
0.317508602142334,0.10250090503282194,0.0020209789276123048,0.0009680889283810921,tanh,0.01,"(200,)",3,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (200,), 'smote__k_neighbors': 3}",-0.36525805390638216,-0.3273796422040144,-0.35347371130152877,-0.20817807596758295,-0.21318692702517636,-0.2934952820809369,0.06873705667766332,93,0.5765219765219766,0.5618876941457587,0.47719298245614034,0.3485645491459445,0.25977704678362573,0.44478884981068917,0.1229668793846449,99
0.32761497497558595,0.07375944419184942,0.0017606258392333985,0.0009718425198674029,tanh,0.01,"(240,)",1,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (240,), 'smote__k_neighbors': 1}",-0.3750950399394342,-0.31716749162591457,-0.3643845360068154,-0.2240779737356716,-0.22528292123751228,-0.3012015925090696,0.06545064258987207,118,0.5506213450292398,0.5596256684491978,0.475787284610814,0.36360698125404,0.29914529914529914,0.44975731569771815,0.10298351934719854,73
0.3495798587799072,0.13057823665227308,0.0024927616119384765,0.0010745527592471076,tanh,0.01,"(240,)",2,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (240,), 'smote__k_neighbors': 2}",-0.37190247085738265,-0.32513873065411897,-0.34486980131337247,-0.2165838040441838,-0.2122139676966591,-0.2941417549131434,0.06679561991929196,98,0.5548048048048048,0.5585503996319936,0.4715917722480479,0.3561544067282948,0.29488892375001086,0.4471980614326304,0.10588732507011595,88
0.31844582557678225,0.07952361857161573,0.002291965484619141,0.000924483040577875,tanh,0.01,"(240,)",3,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (240,), 'smote__k_neighbors': 3}",-0.3463038532795287,-0.2988703500204654,-0.3378633361462066,-0.2216974600406683,-0.20573720100259893,-0.2820944400978936,0.05829695159027886,86,0.5765219765219766,0.5656862745098039,0.4776556776556776,0.3532928424232772,0.2553099885189437,0.44569335192593573,0.1243540911819742,96
1.4394267559051515,0.3599596000155329,0.001939535140991211,0.0006680087295993832,tanh,0.01,"(40, 20)",1,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (40, 20), 'smote__k_neighbors': 1}",-0.16185371429652742,-0.23227249781786596,-0.18772011175670952,-0.21979426488701156,-0.23261461093421318,-0.20685103993846554,0.02781471161546656,12,0.7516025641025641,0.392583918813427,0.38549024075339866,0.2238992240027437,0.33248931623931627,0.41721305278228993,0.17775130056081123,117
1.4231871604919433,0.23878334104169516,0.0017496109008789062,0.000748935802772865,tanh,0.01,"(40, 20)",2,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (40, 20), 'smote__k_neighbors': 2}",-0.15553207385536116,-0.21571888487473392,-0.19765856842818064,-0.20014114005940256,-0.23022684283878328,-0.1998555020112923,0.0250740489322681,1,0.7567099567099567,0.4009589947089947,0.4649470899470899,0.22752450980392158,0.33447762033288353,0.43692363430056924,0.1781489491887476,111
1.0401457786560058,0.5168077473386699,0.0011296749114990234,9.79479701762713e-06,tanh,0.01,"(40, 20)",3,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (40, 20), 'smote__k_neighbors': 3}",-0.17122559635494994,-0.20281958617430473,-0.21821074882036695,-0.19771209536196022,-0.22918057727744143,-0.20382972079780465,0.019753250541887552,10,0.7602813852813853,0.5355710466004584,0.5488447295676211,0.34654581529581524,0.3507920600025863,0.5084070073495732,0.15287597181074725,3
1.8738614559173583,0.5210281991215987,0.001329183578491211,0.00021257446506359784,tanh,0.01,"(60, 30)",1,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (60, 30), 'smote__k_neighbors': 1}",-0.18430288942328474,-0.21701208122308277,-0.15812302770585943,-0.20859890620115448,-0.23907178927789716,-0.20142173876625571,0.027856525972051467,5,0.7385211687537269,0.5424466338259442,0.5491626794258373,0.22682041457903526,0.305243868514115,0.47243895301973177,0.18432038075264492,18
1.529116153717041,0.27791373898794963,0.0014157772064208984,0.0004798082155333755,tanh,0.01,"(60, 30)",2,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (60, 30), 'smote__k_neighbors': 2}",-0.19407611583581139,-0.21203384580825158,-0.19057032179310326,-0.2168676112147744,-0.21837262530652332,-0.2063841039916928,0.011722716660195002,11,0.6610512129380054,0.5465443121693121,0.5140323197552112,0.22992120078723832,0.3350884622623753,0.45732750158242846,0.1544891158878428,46
1.1403759479522706,0.5321029657585413,0.001844024658203125,0.0008585777199792537,tanh,0.01,"(60, 30)",3,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (60, 30), 'smote__k_neighbors': 3}",-0.19024839583439157,-0.21624709557493083,-0.2141861256667447,-0.20991126964834236,-0.24341788703047004,-0.2148021547509759,0.017018433028513174,21,0.7809983896940419,0.5292044595616023,0.5418162084828752,0.3433712121212121,0.35959721237892744,0.5109974964477317,0.15824183143806833,1
0.3434285640716553,0.057579310139876466,0.001878643035888672,0.000846594940496778,tanh,0.1,"(160,)",1,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (160,), 'smote__k_neighbors': 1}",-0.37583616692249633,-0.32188834714378595,-0.35995856584647007,-0.2018345871294677,-0.21810350694422098,-0.29552423479728823,0.07220605938656036,107,0.5506213450292398,0.5596256684491978,0.4731505081972372,0.3633938525242873,0.29943437829546543,0.44924515049908553,0.1028067804371189,76
0.33154916763305664,0.09225649284667736,0.001932525634765625,0.0008898071864906819,tanh,0.1,"(160,)",2,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (160,), 'smote__k_neighbors': 2}",-0.37759920094340743,-0.31954502681160424,-0.3443721501888685,-0.22551920733605466,-0.21113252131616753,-0.29563362131922044,0.06591209707186742,108,0.5765219765219766,0.5641123882503193,0.4699939425406715,0.3633183419541264,0.2878028404344194,0.4523498979403026,0.11244840927697809,62
0.30523362159729006,0.08503364497844705,0.002191638946533203,0.0012493554009940476,tanh,0.1,"(160,)",3,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (160,), 'smote__k_neighbors': 3}",-0.3611053763995878,-0.32686410305691266,-0.3515057390742771,-0.2300378839424283,-0.19637319871818226,-0.2931772602382776,0.06709523225006198,90,0.5765219765219766,0.5596256684491978,0.4805473735886107,0.36360698125404,0.29058061821219716,0.45417652360520455,0.11113038827399468,56
0.3021479606628418,0.07439085949573832,0.0018074512481689453,0.0007841236281211103,tanh,0.1,"(200,)",1,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (200,), 'smote__k_neighbors': 1}",-0.3855233139115036,-0.314528803827754,-0.37329588559351423,-0.21339488802685472,-0.21079218745949993,-0.2995070157638253,0.07530587530712982,112,0.5548048048048048,0.5596256684491978,0.47740249946132296,0.36360698125404,0.2908366345972458,0.4492553177133224,0.1063453704546319,75
0.32736973762512206,0.12264652363021206,0.0013614654541015624,0.0001852904527411338,tanh,0.1,"(200,)",2,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (200,), 'smote__k_neighbors': 2}",-0.35411139559962174,-0.31396032142725394,-0.35902347039042254,-0.21276140327884266,-0.20311022561738667,-0.2885933632627055,0.0677559563352589,89,0.5598553098553098,0.5656862745098039,0.4699939425406715,0.3561544067282948,0.2878028404344194,0.4478985548136999,0.11040298414444162,85
0.32043018341064455,0.07084447398227472,0.0015319347381591796,0.0006040848307759815,tanh,0.1,"(200,)",3,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (200,), 'smote__k_neighbors': 3}",-0.3650472314870224,-0.3277287913488311,-0.38942683946604584,-0.20878258861847723,-0.21233252028367214,-0.30066359424080974,0.07615929249022178,116,0.5765219765219766,0.5646110056925996,0.4776556776556776,0.3485645491459445,0.28755482456140347,0.4509816067155203,0.11539592508404582,68
0.3578056335449219,0.10956960801560306,0.002990579605102539,0.0025085594432139604,tanh,0.1,"(240,)",1,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (240,), 'smote__k_neighbors': 1}",-0.3745452626535514,-0.3174818897375474,-0.3643993787247913,-0.2247269131400865,-0.22441105617899437,-0.3011129000869942,0.06539636982799413,117,0.5506213450292398,0.5596256684491978,0.47778711484593833,0.36360698125404,0.38247863247863245,0.46682394841140973,0.08188067973476361,30
