mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,param_smote__k_neighbors,params,split0_test_neg_log_loss,split1_test_neg_log_loss,split2_test_neg_log_loss,split3_test_neg_log_loss,split4_test_neg_log_loss,mean_test_neg_log_loss,std_test_neg_log_loss,rank_test_neg_log_loss,split0_test_average_precision,split1_test_average_precision,split2_test_average_precision,split3_test_average_precision,split4_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision
0.04755849838256836,0.009195847096294276,0.0012844562530517577,7.119509324552344e-05,5,25,2,25,1,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 25, 'clf__min_samples_split': 2, 'clf__n_estimators': 25, 'smote__k_neighbors': 1}",-0.1873592203535316,-0.18436916910899134,-0.17695662744558396,-0.1375133972970408,-0.14252984465474447,-0.16574565177197845,0.021334017967686938,166,0.47594997594997596,0.38976034858387804,0.3409452593231713,0.35235998802036533,0.29252091074124975,0.37030729652372807,0.06127602120731108,163
0.04907302856445313,0.004892211154565384,0.0020730972290039064,0.0011968968811663671,5,25,2,25,2,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 25, 'clf__min_samples_split': 2, 'clf__n_estimators': 25, 'smote__k_neighbors': 2}",-0.20028973483476778,-0.2282418644919222,-0.19631378749315095,-0.13937865073241898,-0.15680258169419722,-0.18420532384929142,0.03195271813376747,331,0.4171403639990028,0.40415681639085893,0.2938668118308837,0.2832275132275132,0.165177034607051,0.3127137080110619,0.091933105819987,490
0.061585426330566406,0.008986797676571952,0.0020813941955566406,0.0016508690326630271,5,25,2,25,3,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 25, 'clf__min_samples_split': 2, 'clf__n_estimators': 25, 'smote__k_neighbors': 3}",-0.20056632718962608,-0.22624239136412774,-0.21610658494104054,-0.1758732318855489,-0.17558576933074047,-0.19887486094221674,0.020592386062718765,436,0.5280337941628264,0.49861973775017254,0.33384485884485887,0.19638632971966302,0.19741161616161618,0.3508592673278274,0.14207148185078305,292
0.10020275115966797,0.006974257863299595,0.002489662170410156,0.0009385116724639607,5,25,2,50,1,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 25, 'clf__min_samples_split': 2, 'clf__n_estimators': 50, 'smote__k_neighbors': 1}",-0.13555030880109029,-0.1664957898287551,-0.12223296330691484,-0.12719440754048994,-0.14273331729859876,-0.13884135735516978,0.015506361153219895,13,0.4253684807256236,0.4428785928785928,0.40235690235690236,0.2931784367954581,0.18108284630481217,0.3489730518122779,0.09879727513549796,301
0.10802316665649414,0.006954328761069983,0.002231884002685547,0.0009973159498059916,5,25,2,50,2,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 25, 'clf__min_samples_split': 2, 'clf__n_estimators': 50, 'smote__k_neighbors': 2}",-0.1279762608828383,-0.19867633495529793,-0.1761155131327475,-0.13038876828259782,-0.15620954612685534,-0.15787328467606737,0.027017277842858494,139,0.5582972582972583,0.40216824295207637,0.2879340670385446,0.21624027865252177,0.17201326995444643,0.3273306233789695,0.1392572363409318,421
0.10920391082763672,0.01259055331742199,0.0027643680572509766,0.0018766450389989214,5,25,2,50,3,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 25, 'clf__min_samples_split': 2, 'clf__n_estimators': 50, 'smote__k_neighbors': 3}",-0.15426826305296681,-0.21184119871527762,-0.21555404421816968,-0.15744617929117186,-0.15379172995508847,-0.1785802830465349,0.028724709044228334,280,0.5315384615384615,0.515504589972675,0.38530595813204505,0.18962359098228665,0.20421161034444996,0.36523684219398367,0.14656638995823704,196
0.1846482276916504,0.010037379698991924,0.002254962921142578,0.0008689254656788389,5,25,2,100,1,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 25, 'clf__min_samples_split': 2, 'clf__n_estimators': 100, 'smote__k_neighbors': 1}",-0.11952875783898494,-0.19028531494548295,-0.12883913534216176,-0.15070495973372575,-0.16616842874771728,-0.15110531932161456,0.025514669484599774,79,0.41546167247386767,0.4391923436041083,0.36527334672495965,0.1725094102378127,0.17993166963755197,0.31447368853566005,0.11540306083977447,487
0.19760589599609374,0.0074874349855209256,0.0031654834747314453,0.0017327291503965788,5,25,2,100,2,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 25, 'clf__min_samples_split': 2, 'clf__n_estimators': 100, 'smote__k_neighbors': 2}",-0.10297128764683024,-0.21664282397500292,-0.17960727271968993,-0.151382954393703,-0.17735232929615344,-0.1655913336062759,0.03758768530656773,163,0.5797700587084149,0.33486201298701296,0.29416215935094653,0.18942433843164372,0.17431640897644213,0.314506995690892,0.14593957889937817,484
0.1959172248840332,0.009428088103112577,0.002642965316772461,0.001216834507692313,5,25,2,100,3,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 25, 'clf__min_samples_split': 2, 'clf__n_estimators': 100, 'smote__k_neighbors': 3}",-0.12703366473343994,-0.22543084889253082,-0.20357622010918516,-0.1725700738821764,-0.17000358651162037,-0.17972287882579055,0.03340652918614371,283,0.597979797979798,0.4016354016354016,0.41989750445632795,0.14487919487919487,0.21192002442002444,0.35526238467414933,0.16127493104922003,265
0.2731028079986572,0.015647215097543146,0.003634071350097656,0.0012513489065113256,5,25,2,150,1,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 25, 'clf__min_samples_split': 2, 'clf__n_estimators': 150, 'smote__k_neighbors': 1}",-0.1267257559708655,-0.21479565436785517,-0.1330171055122414,-0.17008242315396616,-0.1863049294022072,-0.1661851736814271,0.03298526443250985,172,0.37232988802756245,0.3792191205984309,0.3543921077202811,0.15289546413542843,0.18534304810195448,0.28883592571673145,0.09861902602458937,550
