Feature,Importance,Importance_Normalized,Baseline_Loss
Seed,1.0,1.0,0.5483361868503134
R32_AdjDE_Avg,0.6641713105846935,0.6641713105846935,0.5483361868503134
BenchRank_Seed_Avg,0.48059091076539723,0.48059091076539723,0.5483361868503134
R32_OR1_Avg,0.2858362087012189,0.2858362087012189,0.5483361868503134
R32_RankAdjDE_Avg,0.2773861860202413,0.2773861860202413,0.5483361868503134
Conf_Big Ten,0.24428589088694588,0.24428589088694588,0.5483361868503134
R32_Def_2_Avg,0.22537962205811937,0.22537962205811937,0.5483361868503134
R32_Hgt3_Avg,0.21187848177507493,0.21187848177507493,0.5483361868503134
OR5Rank_Seed_Avg,0.2035734066736966,0.2035734066736966,0.5483361868503134
Hgt4Rank_Seed_Avg,0.19908439811309955,0.19908439811309955,0.5483361868503134
RankDef_1_Seed_Avg,0.1975050539423904,0.1975050539423904,0.5483361868503134
R32_DR2_Avg,0.18125982088679793,0.18125982088679793,0.5483361868503134
Bench_Seed_Avg,0.18024980342873234,0.18024980342873234,0.5483361868503134
R32_AdjTempo_Avg,0.17944345881184678,0.17944345881184678,0.5483361868503134
R32_RankAdjTempo_Avg,0.17928591989466336,0.17928591989466336,0.5483361868503134
RankAdjTempo,0.16398692938133727,0.16398692938133727,0.5483361868503134
RankOff_3,0.1444053842113811,0.1444053842113811,0.5483361868503134
R32_RankTempo_Avg,0.13874257383114866,0.13874257383114866,0.5483361868503134
OR4Rank,0.1348008851538305,0.1348008851538305,0.5483361868503134
R32_AdjOE_Avg,0.12303943382082576,0.12303943382082576,0.5483361868503134
Hgt3,0.12005672645393856,0.12005672645393856,0.5483361868503134
R32_Def_3_Avg,0.12003752399980464,0.12003752399980464,0.5483361868503134
Off_1,0.11793230722178281,0.11793230722178281,0.5483361868503134
RankOff_1,0.11559965887644637,0.11559965887644637,0.5483361868503134
OR3Rank_Seed_Avg,0.1129602605761259,0.1129602605761259,0.5483361868503134
AdjTempo,0.10987287835835759,0.10987287835835759,0.5483361868503134
OR1Rank_Seed_Avg,0.09789237186724853,0.09789237186724853,0.5483361868503134
R32_DR2Rank_Avg,0.09707399799032099,0.09707399799032099,0.5483361868503134
RankOff_2,0.09195629540086428,0.09195629540086428,0.5483361868503134
Hgt1_Seed_Avg,0.08753817878751169,0.08753817878751169,0.5483361868503134
Size,0.08739810921415922,0.08739810921415922,0.5483361868503134
Hgt1Rank_Seed_Avg,0.08504449146372431,0.08504449146372431,0.5483361868503134
DR5Rank_Seed_Avg,0.08311759119573199,0.08311759119573199,0.5483361868503134
R32_RankOff_1_Avg,0.07899681026652845,0.07899681026652845,0.5483361868503134
Pts3Rank_Seed_Avg,0.07714497612372669,0.07714497612372669,0.5483361868503134
RankTempo,0.0723706510897759,0.0723706510897759,0.5483361868503134
R32_RankOff_2_Avg,0.07124390005220141,0.07124390005220141,0.5483361868503134
DR4_Seed_Avg,0.07088686049531721,0.07088686049531721,0.5483361868503134
R32_Pts1Rank_Avg,0.06915437646462029,0.06915437646462029,0.5483361868503134
Conf_MWC,0.06648731769214083,0.06648731769214083,0.5483361868503134
Pts4,0.06496777525820314,0.06496777525820314,0.5483361868503134
R32_Pts5_Avg,0.06386587640083673,0.06386587640083673,0.5483361868503134
RankDE_Seed_Avg,0.06141126680208106,0.06141126680208106,0.5483361868503134
DR5,0.0611577097292371,0.0611577097292371,0.5483361868503134
OR5,0.0602580817112695,0.0602580817112695,0.5483361868503134
R32_Pts1_Avg,0.05997187236947972,0.05997187236947972,0.5483361868503134
R32_Def_1_Avg,0.05988295106177032,0.05988295106177032,0.5483361868503134
R32_Pts4_Avg,0.05902516771688502,0.05902516771688502,0.5483361868503134
Exp_Seed_Avg,0.05890491868704288,0.05890491868704288,0.5483361868503134
R32_RankAdjOE_Avg,0.05883703188800868,0.05883703188800868,0.5483361868503134
DR2Rank_Seed_Avg,0.058041344081049044,0.058041344081049044,0.5483361868503134
Pts1,0.057950020085346526,0.057950020085346526,0.5483361868503134
WinStreak_SD,0.05493653782331237,0.05493653782331237,0.5483361868503134
