Feature,Importance,Importance_Normalized,Baseline_Loss
Pts4_Seed_Avg,1.0,1.0,0.07836095673608108
NCG_Actual_12,0.641798139828685,0.641798139828685,0.07836095673608108
NCG_Actual_Full,0.6152461133342993,0.6152461133342993,0.07836095673608108
Winner_Pts2Rank_Avg,0.4883954350522165,0.4883954350522165,0.07836095673608108
E8_RankAdjDE_Avg,0.4393943665165959,0.4393943665165959,0.07836095673608108
Hgt5Rank_Seed_Avg,0.3882762009127226,0.3882762009127226,0.07836095673608108
F4_HgtEffRank_Avg,0.3830229119081406,0.3830229119081406,0.07836095673608108
S16_Actual_12,0.3226905549721771,0.3226905549721771,0.07836095673608108
S16_AdjOE_Avg,0.3105803575609083,0.3105803575609083,0.07836095673608108
R32_Pts5Rank_Avg,0.30465476119893076,0.30465476119893076,0.07836095673608108
Winner_Pts2_Avg,0.30024866911643044,0.30024866911643044,0.07836095673608108
F4_Actual_6,0.2735367988200786,0.2735367988200786,0.07836095673608108
Pts5Rank_Seed_Avg,0.24716701672668737,0.24716701672668737,0.07836095673608108
R32_RankTempo_Avg,0.24450734153656506,0.24450734153656506,0.07836095673608108
S16_Actual_6,0.24056947293616268,0.24056947293616268,0.07836095673608108
S16_DR3Rank_Avg,0.23701513622254647,0.23701513622254647,0.07836095673608108
Winner_AdjOE_Avg,0.23194566505315828,0.23194566505315828,0.07836095673608108
DR2,0.2266758702081575,0.2266758702081575,0.07836095673608108
R32_RankAdjTempo_Avg,0.21783461043515184,0.21783461043515184,0.07836095673608108
Hgt5_Seed_Avg,0.2176335851910797,0.2176335851910797,0.07836095673608108
E8_AdjOE_Avg,0.2160730345280968,0.2160730345280968,0.07836095673608108
WinStreak,0.20314134435946624,0.20314134435946624,0.07836095673608108
Conf_Big East,0.18776564461406892,0.18776564461406892,0.07836095673608108
Winner_RankTempo_Avg,0.18130985624217177,0.18130985624217177,0.07836095673608108
NCG_Actual_6,0.1797870764338465,0.1797870764338465,0.07836095673608108
