Feature,Importance,Importance_Normalized,Baseline_Loss
E8_RankOff_1_Avg,1.0,1.0,0.20302320271024343
RankTempo,0.6699639807004201,0.6699639807004201,0.20302320271024343
WinStreak,0.6295877053215605,0.6295877053215605,0.20302320271024343
S16_RankTempo_Avg,0.5644096490419602,0.5644096490419602,0.20302320271024343
F4_Hgt4Rank_Avg,0.5426537158006494,0.5426537158006494,0.20302320271024343
Pts1,0.5142368718788815,0.5142368718788815,0.20302320271024343
Hgt2Rank_Seed_Avg,0.46547552737510445,0.46547552737510445,0.20302320271024343
E8_Pts1_Avg,0.46094292921232866,0.46094292921232866,0.20302320271024343
S16_Pts1_Avg,0.4444810924426273,0.4444810924426273,0.20302320271024343
E8_Pts1Rank_Avg,0.434728074386414,0.434728074386414,0.20302320271024343
S16_RankAdjTempo_Avg,0.4206686380094123,0.4206686380094123,0.20302320271024343
R32_BenchRank_Avg,0.4016320792426455,0.4016320792426455,0.20302320271024343
F4_Pts4Rank_Avg,0.3520336524208426,0.3520336524208426,0.20302320271024343
E8_BenchRank_Avg,0.3444544677296805,0.3444544677296805,0.20302320271024343
F4_OR1_Avg,0.3324619427866664,0.3324619427866664,0.20302320271024343
Conf_Big East,0.31544651479286595,0.31544651479286595,0.20302320271024343
S16_Bench_Avg,0.3116426983403873,0.3116426983403873,0.20302320271024343
R32_Bench_Avg,0.30704552780701,0.30704552780701,0.20302320271024343
RankOff_1,0.29360765461731664,0.29360765461731664,0.20302320271024343
E8_OR5Rank_Avg,0.28957357941092615,0.28957357941092615,0.20302320271024343
S16_Tempo_Avg,0.27544517506218524,0.27544517506218524,0.20302320271024343
E8_Hgt4Rank_Avg,0.2713789676257527,0.2713789676257527,0.20302320271024343
F4_HgtEffRank_Avg,0.2706534981192307,0.2706534981192307,0.20302320271024343
F4_Pts3Rank_Avg,0.2669100120813906,0.2669100120813906,0.20302320271024343
DR3,0.2660855336203298,0.2660855336203298,0.20302320271024343
S16_RankOff_1_Avg,0.26116702456420055,0.26116702456420055,0.20302320271024343
R32_RankOff_3_Avg,0.2536691177973388,0.2536691177973388,0.20302320271024343
