mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__activation,param_clf__alpha,param_clf__hidden_layer_sizes,param_clf__learning_rate,param_clf__max_iter,param_clf__solver,param_smote__k_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.2904820442199707,0.5392763225239591,0.0012811183929443359,0.0005644369721357238,tanh,0.01,"(80,)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.5047908625146399,-0.5423909470845095,-0.5284449701824044,-0.5376719229974611,-0.5781742505237694,-0.5382945906605568,0.02377843537752387,366
1.9891971111297608,0.34354428647893515,0.0010838508605957031,0.0005020129508508303,tanh,0.01,"(80,)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.508085108965188,-0.5251298823792994,-0.5366989221132026,-0.5332988302039148,-0.4912398947959713,-0.5188905276915152,0.016999895372987312,306
3.1706288337707518,0.7737233323502148,0.0012516021728515626,0.0005180663484711305,tanh,0.01,"(120,)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (120,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.5490130023823037,-0.532201087905439,-0.5704667264166448,-0.5399360038031338,-0.5008253286360572,-0.5384884298287157,0.022775045160970946,367
2.8723333358764647,1.126570894433681,0.0011600971221923829,0.0005439787977627221,tanh,0.01,"(120,)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (120,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.5105997095206155,-0.5173657673884126,-0.5211204525228705,-0.5449160118084168,-0.6298831302526338,-0.5447770142985899,0.0440957318279141,379
2.2081908226013183,0.6233087438269956,0.0015221595764160155,0.0006029424687262093,tanh,0.01,"(120,)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (120,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.5392489617443149,-0.4741992705941526,-0.5430826953955453,-0.5463689696353741,-0.47171225167638126,-0.5149224298091536,0.034348684899561575,297
3.443120574951172,0.7167568259254112,0.0009191513061523437,1.8866970712157196e-05,tanh,0.01,"(160,)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (160,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.4978816369996089,-0.5178096954417636,-0.5570489354513298,-0.5522520702627343,-0.5095911157558081,-0.5269166907822489,0.023562601233763657,334
2.7469225883483888,1.4358521655607617,0.0009163379669189453,9.700560257992113e-06,tanh,0.01,"(160,)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (160,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.49973575342868615,-0.5360858876288581,-0.5193111044098769,-0.5185382021524286,-0.587335697667919,-0.5322013290575537,0.029872197530695255,347
3.4993637561798097,0.6436685508922182,0.0013204574584960937,0.0005264452528963138,tanh,0.01,"(160,)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (160,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.542201567768637,-0.5406059188592341,-0.5513604630303955,-0.550957758970704,-0.5369041777641211,-0.5444059772786184,0.00577698150674831,378
3.861016273498535,1.2419596145264018,0.0012938976287841797,0.0006256102788739046,tanh,0.01,"(200,)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (200,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.5040853734682126,-0.5188421013615139,-0.5413107637306923,-0.5697292094761378,-0.5362704541234073,-0.5340475804319927,0.022180234850991253,354
1.6731971740722655,1.974059538132413,0.0009654045104980468,9.514544400073416e-06,tanh,0.01,"(200,)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (200,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.5403216696223284,-0.46013291192347144,-0.5191898675026098,-0.5205215440777157,-0.5023744336828634,-0.5085080853617978,0.027012244970129246,287
2.6526333332061767,2.111722992883885,0.0016072750091552734,0.0006457125128566708,tanh,0.01,"(200,)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (200,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.5616835305466701,-0.4566294759731317,-0.5306104006259484,-0.5317728184790662,-0.48810532758289843,-0.5137603106415429,0.03695164787341223,296
4.282035541534424,2.4174817981307424,0.001296663284301758,0.0005459062161905971,tanh,0.01,"(240,)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (240,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.5317683326508448,-0.4759698722442907,-0.5603046177224388,-0.529221764695793,-0.5680894332301766,-0.5330708041087088,0.03238830945134353,351
0.9200952053070068,1.3012873234510054,0.001043844223022461,5.6019822950581575e-05,tanh,0.01,"(240,)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (240,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.4873170395748129,-0.45648394113413876,-0.5223759847596173,-0.5227919469720445,-0.5040715847539503,-0.49860809943891277,0.024825604812982505,224
1.6447132110595704,1.6734647471001358,0.001875019073486328,0.0007612649990279202,tanh,0.01,"(240,)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (240,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.5221477552711183,-0.46752789795401634,-0.49685063588386386,-0.5260805945442715,-0.48141656202542743,-0.4988046891357395,0.02268601643125785,226
2.8167969226837157,0.5099735328754771,0.0010568618774414063,0.00041471148568828013,tanh,0.01,"(40, 20)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (40, 20), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.6217021206651526,-0.6863014299853782,-0.5205162026445991,-0.5829579693195484,-0.6116500177767796,-0.6046255480782915,0.0539551075426789,456
3.112972688674927,0.2753546936849072,0.0012015342712402345,0.0004654980124902824,tanh,0.01,"(40, 20)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (40, 20), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.701760825200837,-0.61990122195051,-0.5410740069456969,-0.5782294266910909,-0.718215879068763,-0.6318362719713796,0.06870925366955358,500
3.027473735809326,0.721712271257731,0.0008487224578857422,1.8382922819583103e-05,tanh,0.01,"(40, 20)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (40, 20), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.5980126972057161,-0.6326344731433878,-0.5818472141715362,-0.6199816358378727,-0.6980162401157685,-0.6260984520948563,0.03999821228887248,484
3.6778515338897706,0.5060419256556193,0.001128387451171875,0.00044216961841383415,tanh,0.01,"(60, 30)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (60, 30), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.6428562877174662,-0.752825303892604,-0.6623973071774353,-0.6095006548903958,-0.6513898221911362,-0.6637938751738075,0.04789267703837522,513
3.895599889755249,0.4982764098687207,0.0016459941864013672,0.0005112971317149566,tanh,0.01,"(60, 30)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (60, 30), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.6834205436661523,-0.8087373760712387,-0.6863182587915224,-0.6520653224585025,-0.6440237037736561,-0.6949130409522144,0.05930864803405525,521
3.981489419937134,0.2815802857414993,0.0008877754211425781,2.0454924654068463e-05,tanh,0.01,"(60, 30)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (60, 30), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.7733298732255828,-0.7701832562893273,-0.6178219038340024,-0.5999854809366206,-0.609756740334446,-0.6742154509239958,0.07984827404947552,516
4.11469874382019,0.6669258488331692,0.0016903877258300781,0.000623287637155471,tanh,0.01,"(80, 40)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (80, 40), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.6611677363260134,-0.7095426769339568,-0.6067269379769914,-0.6741089099491478,-0.691280965115955,-0.6685654452604128,0.03494162400121075,514
4.842545747756958,0.4846685331968161,0.0012557029724121094,0.0005304919659696581,tanh,0.01,"(80, 40)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (80, 40), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.728352546631411,-0.8912319953757569,-0.7476378402587525,-0.6072926948263119,-0.8272073968012478,-0.7603444947786959,0.09613738374163858,551
5.0449866771698,0.5196202546952741,0.0011646270751953125,0.0005100748812402824,tanh,0.01,"(80, 40)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (80, 40), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.821266187054948,-0.8658398428090491,-0.689607208162133,-0.6715385757506588,-0.7424505483869126,-0.7581404724327403,0.07486906004899545,547
5.385390520095825,0.842969486912177,0.0016112327575683594,0.0007409753633974903,tanh,0.01,"(120, 60)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (120, 60), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.7702889250847046,-0.8127759061604715,-0.6317666727897172,-0.734146303071335,-0.6679356939375681,-0.7233827002087593,0.06599251674774255,527
6.303290462493896,0.5776139526583428,0.0015674114227294921,0.0006893742567688233,tanh,0.01,"(120, 60)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (120, 60), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.7719480993891524,-0.7230567531116169,-0.7461229165893585,-0.7674281978047506,-0.8183794500447107,-0.7653870833879177,0.03168081118488751,554
6.628259801864624,0.810112602460089,0.00129852294921875,0.0005538843140259989,tanh,0.01,"(120, 60)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (120, 60), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.8039021875555444,-0.8396725306225098,-0.8964233058153193,-0.7742348494032351,-0.7903840338599467,-0.820923381451311,0.04348324042976212,595
7.0992653369903564,1.1368120204133814,0.0013383865356445313,0.0004075628086134184,tanh,0.01,"(160, 80)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (160, 80), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.747181989406242,-0.7950549604459294,-0.7099591640830488,-0.7157913765373277,-0.6664647957915958,-0.7268904572528287,0.04270659109985953,528
6.993068742752075,0.8434531209179896,0.0015098094940185548,0.000807232562109017,tanh,0.01,"(160, 80)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (160, 80), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.7398331652927409,-0.6989920526763683,-0.8391515775884418,-0.8161819205541114,-0.8190512996871943,-0.7826420031597714,0.05380298458255247,569
7.558601140975952,1.2939494109040781,0.00279388427734375,0.0033606718345035756,tanh,0.01,"(160, 80)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (160, 80), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.8348041030773485,-0.6900733740239525,-0.8516315339646617,-0.7706026134836721,-0.6912153235046702,-0.7676653896108611,0.06845681999353669,556
7.846368837356567,1.595132803680321,0.0018062114715576172,0.0010985313081375357,tanh,0.01,"(200, 100)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (200, 100), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.7451602436910522,-0.7505165137835142,-0.6450880317413844,-0.6247319661965963,-0.7115483755712605,-0.6954090261967615,0.0515750845307412,522
8.38200240135193,1.3823616352454615,0.0016475677490234374,0.0008663672632944149,tanh,0.01,"(200, 100)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (200, 100), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.7425123043447509,-0.807662785333664,-0.7359937917015733,-0.7052093497791262,-0.7381378448579601,-0.7459032152034148,0.0335863993694936,540
10.021561479568481,1.1386796054051342,0.0012315750122070313,2.268843111051224e-05,tanh,0.01,"(200, 100)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (200, 100), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.8652705956578505,-0.9332192714892263,-0.9006700867862225,-0.6003162032352692,-0.7938288901532884,-0.8186610094643715,0.11858551871385313,592
9.305068492889404,2.424267439382292,0.002011013031005859,0.0009325969803117938,tanh,0.01,"(240, 120)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (240, 120), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.6086083246771986,-0.7640309737421864,-0.7353921702083731,-0.7323520598889915,-0.6917087321856804,-0.706418452140486,0.05406371776038064,523
11.355034589767456,1.187579954264907,0.0027135372161865234,0.001152822114762276,tanh,0.01,"(240, 120)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (240, 120), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.7615191540624613,-0.7832458630801219,-0.7678425272947181,-0.8308571998291919,-0.7670091823830232,-0.7820947853299033,0.025428947776947583,568
9.137155294418335,2.619601285310928,0.0012060165405273437,6.422283172642543e-05,tanh,0.01,"(240, 120)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (240, 120), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.7428519543583644,-0.6219030535230373,-0.9857366482074338,-0.6510139595154908,-0.7021989624479157,-0.7407409156104484,0.12937249456084907,534
0.9771190643310547,0.27136646798388653,0.0013317584991455079,0.0005763933210000592,tanh,0.1,"(40,)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (40,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.4595182898783765,-0.44858429790661675,-0.506744415873067,-0.5209005600930352,-0.49626587612968137,-0.4864026879761553,0.02776390838303597,145
0.8175052165985107,0.23273384491442603,0.00082855224609375,3.6198630487337775e-05,tanh,0.1,"(40,)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (40,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.46314709998369397,-0.4607721534477279,-0.5101837786954495,-0.5174840140709771,-0.48930711540798316,-0.4881788323211663,0.023332372514320764,162
0.638068151473999,0.25663254586176565,0.0014081954956054687,0.0007114921032475255,tanh,0.1,"(40,)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (40,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.482100735240171,-0.46616031365727295,-0.47716302207268385,-0.5126385159360671,-0.48521777989273057,-0.4846560733597851,0.01541493629071382,123
1.4426512241363525,0.46884193642217875,0.0016876220703125,0.0006533677065134452,tanh,0.1,"(60,)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (60,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.47268866394548453,-0.46878526432172735,-0.5129385164717782,-0.5054503475921283,-0.49038975028679865,-0.49005050852358334,0.017405604236947668,177
1.4822683811187745,0.514118879675567,0.001519632339477539,0.0012592542191108766,tanh,0.1,"(60,)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (60,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.4608796733054586,-0.4770824500220967,-0.5074262363643057,-0.500394512183936,-0.4772323071000666,-0.4846030357951728,0.016993845888680834,120
1.1529011726379395,0.5662176618681405,0.001064157485961914,0.00035505637408787783,tanh,0.1,"(60,)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (60,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.477641249373218,-0.4858325904869935,-0.4801386872620334,-0.5046879258528133,-0.4770039067883222,-0.485060871952676,0.010295729049514792,125
1.5645520687103271,0.41954192609969515,0.0008388519287109375,1.927778974791833e-05,tanh,0.1,"(80,)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.4682002002450581,-0.45224228704099545,-0.5150259989464581,-0.5237362685906709,-0.48451339887580175,-0.4887436307397969,0.027157036186764894,169
1.310577917098999,0.2537651116277275,0.0008482933044433594,1.58213678073501e-05,tanh,0.1,"(80,)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.4697022679727764,-0.4794168586178434,-0.4913878119038004,-0.5201702711050273,-0.4678968683704334,-0.4857148155939762,0.01914631289967167,137
1.1192731857299805,0.41774856745722283,0.0008254051208496094,9.543893041236304e-06,tanh,0.1,"(80,)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.4904865516464077,-0.4642589927729928,-0.4841050314474565,-0.5144408346962545,-0.481136615699139,-0.4868856052524501,0.016278842394331902,151
1.986200761795044,0.19665691331966198,0.000872039794921875,2.4506646677355422e-05,tanh,0.1,"(120,)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (120,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.4741390333063154,-0.46808461611626284,-0.515890444858549,-0.5363570347061545,-0.49796896947881203,-0.49848801969321876,0.025512413448918567,222
1.4007536888122558,0.6605954960229756,0.001424121856689453,0.0006829180708330606,tanh,0.1,"(120,)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (120,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.46820400881071317,-0.47217412861666724,-0.5145217934226425,-0.5244434028316843,-0.4936008308671565,-0.4945888329097728,0.02230772206816206,198
1.5140185832977295,0.6285519466626964,0.0014226436614990234,0.0006575915492175904,tanh,0.1,"(120,)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (120,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.4888291024779278,-0.4567191436845737,-0.5070816284888863,-0.5207368788224392,-0.48334979876825734,-0.49134331044841684,0.021820755767348807,180
2.0896091938018797,0.13932982484179315,0.0014529705047607421,0.0006511943092286331,tanh,0.1,"(160,)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (160,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.4763061237294086,-0.4500481920354477,-0.519138461070751,-0.5185566709986394,-0.5014406861530735,-0.49309802679746406,0.026574811489495226,192
2.378031063079834,1.1462006234088484,0.0009222030639648438,2.174973406181428e-05,tanh,0.1,"(160,)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (160,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.4610705255020305,-0.4786322446214097,-0.5266511139025291,-0.5184240682969181,-0.5078215642266479,-0.498519903309907,0.024787240892660375,223
1.7568262577056886,1.004402486615267,0.001480245590209961,0.0006898275890219054,tanh,0.1,"(160,)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (160,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.47674459739981206,-0.4745780537644199,-0.4782324145100085,-0.5340681720621503,-0.5026029266057307,-0.4932452328684243,0.022804377027788602,194
1.8014031887054442,0.9952144830024781,0.0016176223754882813,0.0008139468020294726,tanh,0.1,"(200,)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (200,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.4891440188618145,-0.4566551398751475,-0.5086290767834948,-0.5224480801901149,-0.4875601908886413,-0.4928873013198426,0.022256697572759644,191
1.079506778717041,0.8095900003313168,0.0009426593780517579,1.3546204303409352e-05,tanh,0.1,"(200,)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (200,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.4828725475847792,-0.4601137735878315,-0.5134994221902621,-0.5188565560612192,-0.49427600877056915,-0.4939236616389323,0.02130830554409686,195
1.2432734012603759,1.0443126481984073,0.001264476776123047,0.0006076825839936729,tanh,0.1,"(200,)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (200,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.47707601663645166,-0.4566295673951151,-0.4714283728067156,-0.5309489869692323,-0.4875971422135499,-0.4847360172042129,0.02517763348609765,124
1.631589412689209,1.3634366396198785,0.001643991470336914,0.0007761217648912791,tanh,0.1,"(240,)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (240,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.4963409087649899,-0.4661899554000724,-0.5118663201031227,-0.5277757792559211,-0.489997813500716,-0.4984341554049644,0.02076822534000487,220
0.32509188652038573,0.07583247154471638,0.001291036605834961,0.000587015902716893,tanh,0.1,"(240,)",constant,10000,adam,4,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (240,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 4}",-0.4867141048729846,-0.45629612400674696,-0.48768092859729667,-0.5223251195685571,-0.5043155586008204,-0.49146636712928116,0.021868808226837667,181
1.3104129314422608,1.1216633049935285,0.0015830039978027345,0.0007409584799182724,tanh,0.1,"(240,)",constant,10000,adam,5,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (240,), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 5}",-0.48726358471578574,-0.4674468885329366,-0.4903037701383515,-0.5252108433505778,-0.4888064976041056,-0.4918063168683514,0.018660852692381987,184
2.154347562789917,0.3177625441147905,0.0009071826934814453,0.00013378150652776553,tanh,0.1,"(40, 20)",constant,10000,adam,3,"{'clf__activation': 'tanh', 'clf__alpha': 0.1, 'clf__hidden_layer_sizes': (40, 20), 'clf__learning_rate': 'constant', 'clf__max_iter': 10000, 'clf__solver': 'adam', 'smote__k_neighbors': 3}",-0.5532258642351255,-0.5354142390724393,-0.46949109883768186,-0.4683532624151912,-0.473458487574763,-0.49998859042704025,0.03667130004097751,236
