Feature,Importance,Importance_Normalized,Baseline_Loss
Seed,0.004564938517543804,1.0,0.5483361868503134
R32_AdjDE_Avg,0.003031901197935616,0.6641713105846935,0.5483361868503134
BenchRank_Seed_Avg,0.002193867959734419,0.48059091076539723,0.5483361868503134
R32_OR1_Avg,0.0013048247188088835,0.2858362087012189,0.5483361868503134
R32_RankAdjDE_Avg,0.00126625088479837,0.2773861860202413,0.5483361868503134
Conf_Big Ten,0.0011151500726023222,0.24428589088694588,0.5483361868503134
R32_Def_2_Avg,0.0010288441178025742,0.22537962205811937,0.5483361868503134
R32_Hgt3_Avg,0.0009672122424937424,0.21187848177507493,0.5483361868503134
OR5Rank_Seed_Avg,0.0009293000852723665,0.2035734066736966,0.5483361868503134
Hgt4Rank_Seed_Avg,0.0009088080371885132,0.19908439811309955,0.5483361868503134
RankDef_1_Seed_Avg,0.0009015984281511846,0.1975050539423904,0.5483361868503134
R32_DR2_Avg,0.0008274399380492348,0.18125982088679793,0.5483361868503134
Bench_Seed_Avg,0.0008228292704515194,0.18024980342873234,0.5483361868503134
R32_AdjTempo_Avg,0.0008191483568514846,0.17944345881184678,0.5483361868503134
R32_RankAdjTempo_Avg,0.0008184292013804217,0.17928591989466336,0.5483361868503134
RankAdjTempo,0.0007485902503066022,0.16398692938133727,0.5483361868503134
RankOff_3,0.0006592017005272455,0.1444053842113811,0.5483361868503134
R32_RankTempo_Avg,0.0006333513193049756,0.13874257383114866,0.5483361868503134
OR4Rank,0.0006153577528377197,0.1348008851538305,0.5483361868503134
R32_AdjOE_Avg,0.0005616674506254693,0.12303943382082576,0.5483361868503134
Hgt3,0.0005480515748798043,0.12005672645393856,0.5483361868503134
R32_Def_3_Avg,0.000547963916857297,0.12003752399980464,0.5483361868503134
Off_1,0.0005383537316995257,0.11793230722178281,0.5483361868503134
RankOff_1,0.0005277053354200145,0.11559965887644637,0.5483361868503134
OR3Rank_Seed_Avg,0.000515656644455742,0.1129602605761259,0.5483361868503134
AdjTempo,0.0005015629344514716,0.10987287835835759,0.5483361868503134
OR1Rank_Seed_Avg,0.0004468726589105243,0.09789237186724853,0.5483361868503134
R32_DR2Rank_Avg,0.0004431368324779861,0.09707399799032099,0.5483361868503134
RankOff_2,0.0004197748348060415,0.09195629540086428,0.5483361868503134
Hgt1_Seed_Avg,0.00039960640410274806,0.08753817878751169,0.5483361868503134
Size,0.00039896699511221545,0.08739810921415922,0.5483361868503134
