Feature,Importance,Importance_Normalized,Baseline_Loss
E8_RankOff_1_Avg,0.001746650994504828,1.0,0.20302320271024343
RankTempo,0.001170193253172802,0.6699639807004201,0.20302320271024343
WinStreak,0.0010996699916279162,0.6295877053215605,0.20302320271024343
S16_RankTempo_Avg,0.0009858266748072608,0.5644096490419602,0.20302320271024343
F4_Hgt4Rank_Avg,0.0009478266523749446,0.5426537158006494,0.20302320271024343
Pts1,0.0008981923436783001,0.5142368718788815,0.20302320271024343
Hgt2Rank_Seed_Avg,0.0008130232928073855,0.46547552737510445,0.20302320271024343
E8_Pts1_Avg,0.0008051064257186824,0.46094292921232866,0.20302320271024343
S16_Pts1_Avg,0.0007763533421535074,0.4444810924426273,0.20302320271024343
E8_Pts1Rank_Avg,0.0007593182234661988,0.434728074386414,0.20302320271024343
S16_RankAdjTempo_Avg,0.0007347612949361315,0.4206686380094123,0.20302320271024343
R32_BenchRank_Avg,0.0007015110706342087,0.4016320792426455,0.20302320271024343
F4_Pts4Rank_Avg,0.0006148799291000318,0.3520336524208426,0.20302320271024343
E8_BenchRank_Avg,0.0006016417386216777,0.3444544677296805,0.20302320271024343
F4_OR1_Avg,0.0005806949830033381,0.3324619427866664,0.20302320271024343
Conf_Big East,0.0005509749687760412,0.31544651479286595,0.20302320271024343
S16_Bench_Avg,0.0005443310289864056,0.3116426983403873,0.20302320271024343
R32_Bench_Avg,0.0005363013765023739,0.30704552780701,0.20302320271024343
RankOff_1,0.0005128301019315662,0.29360765461731664,0.20302320271024343
E8_OR5Rank_Avg,0.000505783980460417,0.28957357941092615,0.20302320271024343
S16_Tempo_Avg,0.00048110658895392233,0.27544517506218524,0.20302320271024343
E8_Hgt4Rank_Avg,0.00047400434369121447,0.2713789676257527,0.20302320271024343
F4_HgtEffRank_Avg,0.00047273720165616484,0.2706534981192307,0.20302320271024343
F4_Pts3Rank_Avg,0.0004661986380452565,0.2669100120813906,0.20302320271024343
DR3,0.00046475856192129683,0.2660855336203298,0.20302320271024343
S16_RankOff_1_Avg,0.0004561676431869277,0.26116702456420055,0.20302320271024343
R32_RankOff_3_Avg,0.00044307141687588425,0.2536691177973388,0.20302320271024343
F4_DR2_Avg,0.0004392085870355833,0.2514575541521379,0.20302320271024343
Hgt3_Seed_Avg,0.0004375843284776526,0.25052762678654467,0.20302320271024343
Pts4,0.0004303482221780508,0.2463847806642412,0.20302320271024343
Off_2_Seed_Avg,0.0004298021423224663,0.24607213672031503,0.20302320271024343
AdjTempo,0.00040559546831739346,0.23221322954239002,0.20302320271024343
Bench_Seed_Avg,0.0003967392613767884,0.2271428365626432,0.20302320271024343
S16_Off_1_Avg,0.00039632335832556764,0.2269047219922286,0.20302320271024343
OE,0.0003417849947975615,0.19568018789835967,0.20302320271024343
HgtEffRank,0.00032712883168659057,0.1872891795302993,0.20302320271024343
Region_East,0.00031978546315325485,0.18308492318118386,0.20302320271024343
BenchRank_Seed_Avg,0.00031732102026291176,0.18167396993517393,0.20302320271024343
E8_AdjOE_Avg,0.0002956568521473857,0.16927070896106738,0.20302320271024343
E8_OR5_Avg,0.00029533361294745153,0.16908564668992618,0.20302320271024343
S16_DR3_Avg,0.00028957660115816464,0.1657896179999365,0.20302320271024343
Tempo,0.00028941830881132335,0.16569899179736983,0.20302320271024343
S16_BenchRank_Avg,0.0002791010341471334,0.15979210215733908,0.20302320271024343
Hgt5Rank,0.0002774369779658392,0.15883938968843173,0.20302320271024343
SizeRank,0.0002649222409969454,0.15167439965420815,0.20302320271024343
R32_Pts4_Avg,0.0002567977813559552,0.14702294972714733,0.20302320271024343
BenchRank,0.00025212933070239973,0.14435014865341078,0.20302320271024343
F4_AdjOE_Avg,0.00025122305459288063,0.1438312836297911,0.20302320271024343
F4_Off_1_Avg,0.0002475738607977951,0.14174203179495612,0.20302320271024343
