Feature,Importance,Importance_Normalized,Baseline_Loss
WinStreak,0.002578627623544716,1.0,0.12331744775517331
Pts1Rank_Seed_Avg,0.0012869478521867345,0.49908247334201317,0.12331744775517331
F4_AdjEM_Avg,0.0011691332649824693,0.4533936014287002,0.12331744775517331
WinStreak_SD,0.0008852245979885376,0.34329291670724515,0.12331744775517331
Hgt5_Seed_Avg,0.0008687394689978062,0.33689993121363976,0.12331744775517331
Wins,0.0008128620435723377,0.31523048777974977,0.12331744775517331
RankAdjEM,0.0008054820916707645,0.31236851894245465,0.12331744775517331
S16_AdjEM_Avg,0.0007517944756078032,0.2915482905493533,0.12331744775517331
NCG_Actual_12,0.000571755412871508,0.2217285689686141,0.12331744775517331
NCG_AdjEM_Avg,0.0005636886725834817,0.21860026140905364,0.12331744775517331
E8_AdjEM_Avg,0.0005622048919197015,0.21802484654487078,0.12331744775517331
F4_Pts1Rank_Avg,0.0005580653360207355,0.2164195135913381,0.12331744775517331
NCG_DR5_Avg,0.0004985918035928932,0.19335548841577327,0.12331744775517331
Last10,0.0004930485774365112,0.1912058076686315,0.12331744775517331
S16_RankAdjOE_Avg,0.0004672118012778309,0.18118622363766398,0.12331744775517331
Bench_Seed_Avg,0.0003898681774982399,0.151192120156654,0.12331744775517331
F4_OR1_Avg,0.0003524556335850748,0.13668341654564722,0.12331744775517331
DR5,0.00033854096650190457,0.13128726436139257,0.12331744775517331
Region_East,0.0003061093001916898,0.11871016093859105,0.12331744775517331
Conf Tourney,0.0003050362556853703,0.11829403086361558,0.12331744775517331
Hgt1,0.0002884863494533041,0.11187592454963921,0.12331744775517331
NCG_OR4_Avg,0.00028559139565094427,0.11075325225065086,0.12331744775517331
S16_Pts4Rank_Avg,0.0002814829860775109,0.10915999794129627,0.12331744775517331
S16_Actual_12,0.0002646098666054114,0.10261654850407012,0.12331744775517331
NCG_Actual_Full,0.0002627435197922745,0.10189277326948572,0.12331744775517331
F4_OR5_Avg,0.00025903925453463206,0.10045624741215764,0.12331744775517331
Bench,0.0002487993034878122,0.09648516180316091,0.12331744775517331
E8_Pts4_Avg,0.00024813948872239033,0.09622928353698657,0.12331744775517331
S16_OR1_Avg,0.00022924611957678143,0.08890237484606163,0.12331744775517331
Hgt2_Seed_Avg,0.0002268939481574056,0.0879901952828324,0.12331744775517331
F4_OR1Rank_Avg,0.00020952677941726838,0.08125515196693735,0.12331744775517331
R32_AdjTempo_Avg,0.00019818521225006824,0.07685685612009094,0.12331744775517331
DR5Rank_Seed_Avg,0.0001964388750951146,0.07617962101293226,0.12331744775517331
E8_DR5_Avg,0.0001950219119985913,0.0756301182140072,0.12331744775517331
F4_RankTempo_Avg,0.00019201326015019782,0.07446335345087414,0.12331744775517331
R32_OR5_Avg,0.00018964372729850243,0.07354444106893118,0.12331744775517331
WinStreak_Avg,0.0001863412399920883,0.07226372597992024,0.12331744775517331
BenchRank_Seed_Avg,0.0001837907628162161,0.07127464281312854,0.12331744775517331
S16_RankTempo_Avg,0.00017604060697588853,0.06826910771005157,0.12331744775517331
S16_ExpRank_Avg,0.0001713323269991046,0.06644322174893258,0.12331744775517331
Conf_ACC,0.0001594791632191367,0.061846527107279,0.12331744775517331
Tempo,0.00015935430054744848,0.061798104965769256,0.12331744775517331
NCG_Pts3Rank_Avg,0.00014708319927751734,0.05703933283524246,0.12331744775517331
NCG_Def_1_Avg,0.00014057080395053767,0.05451380519894599,0.12331744775517331
R32_Bench_Avg,0.0001401045501450704,0.05433299048913289,0.12331744775517331
RankTempo,0.00013945241131016473,0.054080088973244685,0.12331744775517331
E8_OR5Rank_Avg,0.00013565789822418683,0.05260856472083566,0.12331744775517331
E8_Pts1Rank_Avg,0.00013358907703713008,0.051806269279583525,0.12331744775517331
OR5,0.00011839299225373245,0.04591317923251876,0.12331744775517331
E8_RankAdjDE_Avg,0.00011447479409565364,0.04439368951546817,0.12331744775517331
R32_RankAdjTempo_Avg,0.00011222854331160992,0.04352258631175862,0.12331744775517331
S16_OR5_Avg,0.00011132179725781288,0.04317094730598757,0.12331744775517331
S16_Actual_6,0.00011070903053077286,0.04293331441884829,0.12331744775517331
NCG_DR3_Avg,9.660115819426496e-05,0.03746223662239062,0.12331744775517331
R32_RankDef_1_Avg,9.20041595963983e-05,0.0356795059342165,0.12331744775517331
Off_2_Seed_Avg,9.160227397123077e-05,0.03552365340960302,0.12331744775517331
NCG_Bench_Avg,9.054913916395346e-05,0.035115244379287265,0.12331744775517331
Pts4,8.993253624549336e-05,0.03487612380490496,0.12331744775517331
DR1_Seed_Avg,8.661119428950148e-05,0.03358809682277475,0.12331744775517331
F4_OR4_Avg,8.461725721745084e-05,0.03281484167967283,0.12331744775517331
E8_DR5Rank_Avg,8.440848641479148e-05,0.03273387969789883,0.12331744775517331
S16_RankAdjTempo_Avg,8.42314842655345e-05,0.03266523770103165,0.12331744775517331
F4_Pts4Rank_Avg,7.655617651505797e-05,0.029688728925435098,0.12331744775517331
E8_OR3_Avg,7.50710759425538e-05,0.029112802196447886,0.12331744775517331
E8_Def_2_Avg,7.414594570973043e-05,0.028754033747534883,0.12331744775517331
S16_Off_1_Avg,7.41122536117439e-05,0.02874096784469614,0.12331744775517331
NCG_OR2_Avg,7.332963851404417e-05,0.028437467218799677,0.12331744775517331
Pts2Rank_Seed_Avg,6.463974145104467e-05,0.02506749747844069,0.12331744775517331
E8_Off_3_Avg,6.161917212749168e-05,0.023896111080508306,0.12331744775517331
Region_West,6.148031485016248e-05,0.023842261786387146,0.12331744775517331
E8_RankOE_Avg,5.996114336839775e-05,0.023253122250343396,0.12331744775517331
F4_Pts1_Avg,5.920544647147752e-05,0.022960060588387954,0.12331744775517331
NCG_Off_1_Avg,5.851364737667619e-05,0.022691778697476406,0.12331744775517331
F4_Pts2Rank_Avg,5.81466406182618e-05,0.02254945230840675,0.12331744775517331
E8_Pts3Rank_Avg,5.7961553370941554e-05,0.02247767488477634,0.12331744775517331
E8_OR2Rank_Avg,5.423666089125756e-05,0.021033149725085555,0.12331744775517331
F4_DR5_Avg,5.330779048758061e-05,0.02067293082601083,0.12331744775517331
NCG_DR3Rank_Avg,4.912049047506306e-05,0.01904908255327672,0.12331744775517331
DR1Rank_Seed_Avg,4.835697324614974e-05,0.018752988141682792,0.12331744775517331
S16_Pts1Rank_Avg,4.7674111491660676e-05,0.018488172179791262,0.12331744775517331
