mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__class_weight,param_clf__criterion,param_clf__max_depth,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,param_smote__k_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.13489513397216796,0.011376583065151246,0.00401010513305664,0.0013940237117367772,balanced,gini,10,1,10,100,3,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 100, 'smote__k_neighbors': 3}",-0.42090141411328913,-0.5335183720617739,-0.5242505935838963,-0.6002286245712029,-0.4435158537436393,-0.5044829716147603,0.06496754517968419,251
0.1304468631744385,0.015328681816130455,0.003903770446777344,0.0018721373322596615,balanced,gini,10,1,10,100,4,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 100, 'smote__k_neighbors': 4}",-0.4294223448368233,-0.5536395307141787,-0.5729896622779563,-0.772726444256408,-0.4882690170591439,-0.563409399828902,0.1162750746180919,769
0.13017621040344238,0.005041325344421565,0.003778553009033203,0.0018399205900078304,balanced,gini,10,1,10,100,5,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 100, 'smote__k_neighbors': 5}",-0.46461305745008535,-0.5316237556942548,-0.5491185359928957,-0.6071659591972752,-0.4573850149340634,-0.5219812646537149,0.05576670689449941,602
0.20111298561096191,0.015407558096520084,0.0067269325256347655,0.003262961098397451,balanced,gini,10,1,10,150,3,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 150, 'smote__k_neighbors': 3}",-0.4253745181851933,-0.5295929411212192,-0.5256880208671705,-0.6050737412829384,-0.44923192561666686,-0.5069922294146377,0.0639968924858373,300
0.18688554763793946,0.023732202913133337,0.004524517059326172,0.0011365033940205003,balanced,gini,10,1,10,150,4,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 150, 'smote__k_neighbors': 4}",-0.42749390501361323,-0.5495747541836368,-0.5771526968132997,-0.7712805335456178,-0.48247643351270986,-0.5615956646137754,0.11713018607965571,762
0.18959107398986816,0.014808530515092117,0.003960561752319336,0.00012899977792157669,balanced,gini,10,1,10,150,5,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 150, 'smote__k_neighbors': 5}",-0.4660690208570071,-0.5336144421156219,-0.5432334893980171,-0.5995212629324992,-0.45237428444331124,-0.5189624999492913,0.053898395534945326,570
0.07595653533935547,0.007077942728952538,0.003702116012573242,0.0015696873079557036,balanced,gini,10,2,2,50,3,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 50, 'smote__k_neighbors': 3}",-0.4279353175593676,-0.5263693355172202,-0.5191729919198169,-0.5984500182347056,-0.45576258491916605,-0.5055380496300552,0.05958568443001954,267
0.0632239818572998,0.011592154427352059,0.0023672103881835936,0.0012107280009180513,balanced,gini,10,2,2,50,4,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 50, 'smote__k_neighbors': 4}",-0.4331841217716185,-0.5557603869498485,-0.5550826355884756,-0.6027387163307821,-0.48419432354128356,-0.5261920368364017,0.05997104026614341,624
0.07219924926757812,0.003706021419084948,0.002825927734375,0.0013578082922011388,balanced,gini,10,2,2,50,5,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 50, 'smote__k_neighbors': 5}",-0.4550655740318244,-0.533904154326483,-0.5573597120496293,-0.5829296507025913,-0.44866205953869387,-0.5155842301298443,0.054327342723277904,524
0.13955307006835938,0.01559638119390951,0.005656814575195313,0.0023825751519571154,balanced,gini,10,2,2,100,3,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 100, 'smote__k_neighbors': 3}",-0.4348493443906853,-0.5261802079916357,-0.5154142574539274,-0.5851996523112568,-0.45533949413249036,-0.5033965912559991,0.05359751473186804,241
