mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__class_weight,param_clf__criterion,param_clf__max_depth,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,param_smote__k_neighbors,params,split0_test_neg_log_loss,split1_test_neg_log_loss,split2_test_neg_log_loss,split3_test_neg_log_loss,split4_test_neg_log_loss,mean_test_neg_log_loss,std_test_neg_log_loss,rank_test_neg_log_loss,split0_test_average_precision,split1_test_average_precision,split2_test_average_precision,split3_test_average_precision,split4_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision
0.010769844055175781,0.000725044674038451,0.001538848876953125,0.0005746054468862542,balanced,gini,5,1,10,10,1,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 10, 'smote__k_neighbors': 1}",-0.5029741487489274,-0.5338191609869278,-0.5335188753920154,-0.5501581905621578,-0.5346909468670854,-0.5310322645114228,0.015364861793430318,1708,0.8395571891826932,0.8157851115337458,0.8009462287172968,0.767876556527608,0.8096709184737508,0.806767200887019,0.023286492034555826,1909
0.011430692672729493,0.0012502938747069854,0.0011167526245117188,4.1367375504385736e-05,balanced,gini,5,1,10,10,2,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 10, 'smote__k_neighbors': 2}",-0.5029741487489274,-0.5338191609869278,-0.5335188753920154,-0.5501581905621578,-0.5346909468670854,-0.5310322645114228,0.015364861793430318,1708,0.8395571891826932,0.8157851115337458,0.8009462287172968,0.767876556527608,0.8096709184737508,0.806767200887019,0.023286492034555826,1909
0.012897872924804687,0.002526932970696408,0.0010807514190673828,1.180111758305033e-05,balanced,gini,5,1,10,10,3,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 10, 'smote__k_neighbors': 3}",-0.5029741487489274,-0.5338191609869278,-0.5335188753920154,-0.5501581905621578,-0.5346909468670854,-0.5310322645114228,0.015364861793430318,1708,0.8395571891826932,0.8157851115337458,0.8009462287172968,0.767876556527608,0.8096709184737508,0.806767200887019,0.023286492034555826,1909
0.02726125717163086,0.007667178900409978,0.0018654346466064453,0.0010058168798424934,balanced,gini,5,1,10,25,1,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 25, 'smote__k_neighbors': 1}",-0.4824862982729614,-0.5261973973763255,-0.5176588117583121,-0.5555475695280491,-0.5236936005437481,-0.5211167354958792,0.02333325355529228,391,0.8621917608205777,0.8195454202297272,0.8176105130106462,0.7676915255115822,0.8113717663000939,0.8156821971745254,0.0300115537280826,898
0.02656102180480957,0.0074603274228343995,0.002536153793334961,0.0014640629818473358,balanced,gini,5,1,10,25,2,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 25, 'smote__k_neighbors': 2}",-0.4824862982729614,-0.5261973973763255,-0.5176588117583121,-0.5555475695280491,-0.5236936005437481,-0.5211167354958792,0.02333325355529228,391,0.8621917608205777,0.8195454202297272,0.8176105130106462,0.7676915255115822,0.8113717663000939,0.8156821971745254,0.0300115537280826,898
0.023611927032470705,0.001281852488240603,0.002357149124145508,0.0012806181167447223,balanced,gini,5,1,10,25,3,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 25, 'smote__k_neighbors': 3}",-0.4824862982729614,-0.5261973973763255,-0.5176588117583121,-0.5555475695280491,-0.5236936005437481,-0.5211167354958792,0.02333325355529228,391,0.8621917608205777,0.8195454202297272,0.8176105130106462,0.7676915255115822,0.8113717663000939,0.8156821971745254,0.0300115537280826,898
0.049498987197875974,0.0040321546234242086,0.0022354602813720705,0.0008882539349598099,balanced,gini,5,1,10,50,1,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 50, 'smote__k_neighbors': 1}",-0.47436837453309044,-0.5318761095910364,-0.5251871745926217,-0.5509845715806003,-0.5246213018614013,-0.52140750643175,0.025383808765334658,439,0.8686411977678009,0.8120158233065615,0.8113183061849489,0.7785576749116674,0.8051110561845141,0.8151288116710985,0.029412886914569517,1012
0.046648263931274414,0.0041794164667253,0.003785514831542969,0.001635528803409978,balanced,gini,5,1,10,50,2,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 50, 'smote__k_neighbors': 2}",-0.47436837453309044,-0.5318761095910364,-0.5251871745926217,-0.5509845715806003,-0.5246213018614013,-0.52140750643175,0.025383808765334658,439,0.8686411977678009,0.8120158233065615,0.8113183061849489,0.7785576749116674,0.8051110561845141,0.8151288116710985,0.029412886914569517,1012
0.04608817100524902,0.007012184840223743,0.0030528545379638673,0.0017646630758963876,balanced,gini,5,1,10,50,3,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 50, 'smote__k_neighbors': 3}",-0.47436837453309044,-0.5318761095910364,-0.5251871745926217,-0.5509845715806003,-0.5246213018614013,-0.52140750643175,0.025383808765334658,439,0.8686411977678009,0.8120158233065615,0.8113183061849489,0.7785576749116674,0.8051110561845141,0.8151288116710985,0.029412886914569517,1012
0.08626184463500977,0.0047458806093983764,0.0028113842010498045,0.00033237825942405606,balanced,gini,5,1,10,100,1,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 100, 'smote__k_neighbors': 1}",-0.46769413404987326,-0.5358603977040568,-0.5220507057509473,-0.5499024941377736,-0.5239089233107855,-0.5198833309906873,0.027932174999526847,211,0.876052826841571,0.8132702683580906,0.8163655744556059,0.7804324969131733,0.8108490429533945,0.819394041904367,0.03113810888049418,283
