mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,param_smote__k_neighbors,params,split0_test_neg_log_loss,split1_test_neg_log_loss,split2_test_neg_log_loss,split3_test_neg_log_loss,split4_test_neg_log_loss,mean_test_neg_log_loss,std_test_neg_log_loss,rank_test_neg_log_loss,split0_test_average_precision,split1_test_average_precision,split2_test_average_precision,split3_test_average_precision,split4_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision
0.10160675048828124,0.011986239241457428,0.0019206523895263672,0.0008370397274811973,2,75,2,100,1,"{'clf__max_depth': 2, 'clf__min_samples_leaf': 75, 'clf__min_samples_split': 2, 'clf__n_estimators': 100, 'smote__k_neighbors': 1}",-0.11635331194321803,-0.0697827778449755,-0.05997305958323448,-0.08809305744215552,-0.08126218551140857,-0.08309287846499842,0.019216110247881606,154,1.0,0.8666666666666667,0.4444444444444445,0.28104575163398693,0.17303240740740738,0.5530378540305011,0.32505832211467794,352
0.11341681480407714,0.010421460834036016,0.001328754425048828,2.59897686135569e-05,2,75,2,100,2,"{'clf__max_depth': 2, 'clf__min_samples_leaf': 75, 'clf__min_samples_split': 2, 'clf__n_estimators': 100, 'smote__k_neighbors': 2}",-0.08246798493436187,-0.07947165211126243,-0.12044900749682697,-0.08916785156542417,-0.08236751815963898,-0.09078480285350289,0.015169621552454007,343,1.0,0.9166666666666665,0.28535353535353536,0.5454545454545454,0.19365079365079363,0.5882251082251082,0.32455564059894093,184
0.12117962837219239,0.01234691023720014,0.0021837711334228515,0.0010729900794708533,2,75,2,100,3,"{'clf__max_depth': 2, 'clf__min_samples_leaf': 75, 'clf__min_samples_split': 2, 'clf__n_estimators': 100, 'smote__k_neighbors': 3}",-0.12160059291983331,-0.0809951754366729,-0.11169268605353377,-0.08649957595645678,-0.09067732587036581,-0.09829307124737252,0.015614695333356944,457,0.8055555555555556,0.7222222222222222,0.34074074074074073,0.3833333333333333,0.19248366013071894,0.48886710239651415,0.23480550615031015,547
0.15405678749084473,0.014660624821783505,0.0018527984619140625,0.0008823261391917525,2,75,2,150,1,"{'clf__max_depth': 2, 'clf__min_samples_leaf': 75, 'clf__min_samples_split': 2, 'clf__n_estimators': 150, 'smote__k_neighbors': 1}",-0.117685882152132,-0.054092334948816455,-0.05639409078665341,-0.09507587773282337,-0.0846723677012144,-0.08158411066432793,0.024021814453299165,106,0.9166666666666665,0.8666666666666667,0.4444444444444445,0.3213675213675214,0.1502403846153846,0.5398771367521368,0.3024673192618587,397
0.15971975326538085,0.008574705749543847,0.0014229297637939453,3.444381978392016e-05,2,75,2,150,2,"{'clf__max_depth': 2, 'clf__min_samples_leaf': 75, 'clf__min_samples_split': 2, 'clf__n_estimators': 150, 'smote__k_neighbors': 2}",-0.07962229954485879,-0.06638454954621825,-0.10363722976649647,-0.08617051906822593,-0.08717392018460418,-0.08459770362208072,0.012067210308362794,208,1.0,0.9166666666666665,0.21313131313131314,0.5181818181818182,0.18205128205128204,0.5660062160062159,0.3422112264719583,289
0.16415491104125976,0.005954539109127568,0.0019037723541259766,0.0009751038792109963,2,75,2,150,3,"{'clf__max_depth': 2, 'clf__min_samples_leaf': 75, 'clf__min_samples_split': 2, 'clf__n_estimators': 150, 'smote__k_neighbors': 3}",-0.1123780935775866,-0.0832868876517933,-0.09668336365088638,-0.08843108062601861,-0.09421639010729715,-0.09499916312271642,0.009856912226028863,418,0.8055555555555556,0.7222222222222222,0.5166666666666666,0.3487179487179487,0.1588647670737223,0.5104054320472231,0.2373785299732681,502
0.20969099998474122,0.015725634633230522,0.004334402084350586,0.004680831750215053,2,75,2,200,1,"{'clf__max_depth': 2, 'clf__min_samples_leaf': 75, 'clf__min_samples_split': 2, 'clf__n_estimators': 200, 'smote__k_neighbors': 1}",-0.12216364410168506,-0.05135615905333668,-0.05317316118938889,-0.1046925836534955,-0.08925727063775109,-0.08412856372713144,0.028028975520280195,193,0.9166666666666665,0.8095238095238095,0.3873015873015873,0.29914529914529914,0.15861513687600642,0.5142504999026738,0.29596887805518435,493
0.2180185317993164,0.00892128286981644,0.0015449047088623047,4.200970544570328e-05,2,75,2,200,2,"{'clf__max_depth': 2, 'clf__min_samples_leaf': 75, 'clf__min_samples_split': 2, 'clf__n_estimators': 200, 'smote__k_neighbors': 2}",-0.07707618121741594,-0.0562076697027592,-0.08286211640558455,-0.09321373985723014,-0.09177800092707956,-0.08022754162201387,0.013385669639353915,61,0.9166666666666666,0.9166666666666665,0.2417027417027417,0.3497267759562841,0.16449275362318838,0.5178511209231094,0.33090588919234687,469
0.2057962417602539,0.007315543943348877,0.0025418758392333984,0.0012905718908369592,2,75,2,200,3,"{'clf__max_depth': 2, 'clf__min_samples_leaf': 75, 'clf__min_samples_split': 2, 'clf__n_estimators': 200, 'smote__k_neighbors': 3}",-0.10219605540898337,-0.08140074236792892,-0.09723298642069046,-0.0916029494239297,-0.10098895459789071,-0.09468433764388463,0.007597612337099395,415,0.8333333333333333,0.6666666666666666,0.5285714285714286,0.2626582278481012,0.15709728867623604,0.4896653890191532,0.2502337230431847,544
0.30263562202453614,0.010788683741450656,0.0017120838165283203,4.910519896551709e-05,2,75,2,300,1,"{'clf__max_depth': 2, 'clf__min_samples_leaf': 75, 'clf__min_samples_split': 2, 'clf__n_estimators': 300, 'smote__k_neighbors': 1}",-0.11847865684897757,-0.043865201548427685,-0.05311329023381415,-0.11377659886059448,-0.10245891622802376,-0.08633853274396754,0.03147571259267498,259,0.9166666666666666,0.8095238095238095,0.5,0.38095238095238093,0.14587046939988116,0.5506026653085476,0.28149352075511996,355
